possibly_sensitive,text,source,id,created_at,lang,reply_settings,author_id,edit_history_tweet_ids,hashtags_list,urls_list,public_metrics_retweet_count,public_metrics_reply_count,public_metrics_like_count,public_metrics_quote_count,pagination_token,current_time
False,RT @alwayswithmailo: Está bebé el nene presumiendo sus anillos 🥺🥺🥺🤏🏻 https://t.co/StmWJXBwLH,Twitter for Android,1590879533942837250,2022-11-11T01:30:12.000Z,es,everyone,1268657073287581697,['1590879533942837250'],[],['https://twitter.com/alwayswithmailo/status/1590772190865391616/photo/1'],5,0,0,0,,2022-11-10 17:30:18.403129
False,任しとけ　デカいのぶち込んでやる　２本ほどな,twittbot.net,1590879533926076417,2022-11-11T01:30:12.000Z,ja,everyone,102303495,['1590879533926076417'],[],[],0,0,0,0,,2022-11-10 17:30:18.403522
False,"@OlivierJoseph05 @NoNameNeeded73 @Lancepierre007 @femeninna Il est vrai que le contexte géopolitique et économique était le même... Les US (et occidentaux) ne seraient pas là il n'y aurait plus d'Ukraine. La Russie a pris un tel revers qu'ils prendront une porte de sortie acceptable. Autour d'une table, il n'y aura de victoire éclatante.",Twitter for Android,1590879533959639040,2022-11-11T01:30:12.000Z,fr,everyone,1424412774642368515,['1590879533959639040'],[],[],0,0,0,0,,2022-11-10 17:30:18.403924
False,"Sadarilah, aku disini selalu menyayangimu, merindukanmu, dan mengharapkanmu membaca ini. :'){}",Tweet Nowhere,1590879533938327552,2022-11-11T01:30:12.000Z,in,everyone,4073007433,['1590879533938327552'],[],[],0,0,0,0,,2022-11-10 17:30:18.404536
False,"RT @yjhdaiIy: random things jeonghan does that i think about alot, a very endearing thread",Twitter Web App,1590879533942870016,2022-11-11T01:30:12.000Z,en,everyone,1125681141199953920,['1590879533942870016'],[],[],906,0,0,0,,2022-11-10 17:30:18.404986
False,RT @ShitpostGate: https://t.co/47JYqvUkBr,Twitter for iPhone,1590879533925703680,2022-11-11T01:30:12.000Z,zxx,everyone,304142574,['1590879533925703680'],[],['https://twitter.com/ShitpostGate/status/1590738834832388096/video/1'],11660,0,0,0,,2022-11-10 17:30:18.405373
False,"@XAVIAERD As a woman myself, I hate that!",Twitter for iPad,1590879533926080512,2022-11-11T01:30:12.000Z,en,everyone,1590133313544814592,['1590879533926080512'],[],[],0,0,0,0,,2022-11-10 17:30:18.405969
True,RT @Red_tubeXd: https://t.co/dg3LHAgGQ4,Twitter for Android,1590879533926088705,2022-11-11T01:30:12.000Z,zxx,everyone,1568925407793258497,['1590879533926088705'],[],['https://twitter.com/emogenvids/status/1586735635921915904/video/1'],394,0,0,0,,2022-11-10 17:30:18.406423
False,"@menchu_yu 
抽選結果は…

ごめんなさい！はずれです…😭
11/14(月)まで毎日当選のチャンス🔥

明日も↓から挑戦してみてね✊

▼セブン‐イレブン公式Twitter
https://t.co/jlSAf9B4dH https://t.co/6dnKe0K3zR",BelugaCampaignSEA,1590879533946781701,2022-11-11T01:30:12.000Z,ja,everyone,132355708,['1590879533946781701'],[],"['https://twitter.com/711SEJ?ts=20221111103012', 'https://twitter.com/711SEJ/status/1590879533946781701/photo/1']",0,0,0,0,,2022-11-10 17:30:18.406805
False,"@serpenaja amiga nao entendi legal, vc faz pior",Twitter for iPhone,1590879533942833152,2022-11-11T01:30:12.000Z,pt,everyone,1389765728614617088,['1590879533942833152'],[],[],0,0,0,0,,2022-11-10 17:30:18.407268
False,RT @staryuukiii: https://t.co/PQbZANgPc5,Twitter for Android,1590879533959643137,2022-11-11T01:30:12.000Z,zxx,everyone,994431243537338373,['1590879533959643137'],[],['https://twitter.com/staryuukiii/status/1590773428885360656/photo/1'],64,0,0,0,,2022-11-10 17:30:18.407654
False,@elonmusk We want the REAL DONALD TRUMP back,Twitter for Android,1590879533938671617,2022-11-11T01:30:12.000Z,en,everyone,1868330712,['1590879533938671617'],[],[],0,0,0,0,,2022-11-10 17:30:18.408858
False,When a man and woman are in lo. https://t.co/vHgHiERWDu,Twitter for Android,1590879533955252224,2022-11-11T01:30:12.000Z,en,everyone,1585369194811559953,['1590879533955252224'],[],['https://twitter.com/Ronald27058863/status/1590879496990859264'],0,0,0,0,,2022-11-10 17:30:18.409452
False,"@Marxschismm @_Lufthansa_ @1stgirlgamer Also, you do realize capitalists can compete right? Also, we've already lost several rights and we're headed for a coup(maybe). We have to vote to buy time if nothing else.
I can't tell if this is trolling or just voter apathy manifested in someone who claims to be a leftist",Twitter for Android,1590879533963816960,2022-11-11T01:30:12.000Z,en,everyone,1539964953678950404,['1590879533963816960'],[],[],0,0,0,0,,2022-11-10 17:30:18.411105
False,"RT @vic_kino: Marre de voir de la désinformation de partout:

Oui la testo fait baisser la fertilité mais non ce n'est pas un contraceptif…",Twitter for Android,1590879533934444544,2022-11-11T01:30:12.000Z,fr,everyone,1193525942301405184,['1590879533934444544'],[],[],2,0,0,0,,2022-11-10 17:30:18.411613
False,Bebe.i  Mauri se reeee mueve con Ian jugando y gritando cerca 😂😍,Twitter for iPhone,1590879533934456832,2022-11-11T01:30:12.000Z,es,everyone,555591181,['1590879533934456832'],[],[],0,0,0,0,,2022-11-10 17:30:18.412050
False,@ASCom0 @7ml_vid حمل,Twitter for Android,1590879533942865921,2022-11-11T01:30:12.000Z,ar,everyone,1073091088829820929,['1590879533942865921'],[],[],0,0,0,0,,2022-11-10 17:30:18.412521
False,#LeerDescoloniza 49,Twitter for Android,1590879533938270208,2022-11-11T01:30:12.000Z,und,everyone,1497938705222410241,['1590879533938270208'],['LeerDescoloniza'],[],0,0,0,0,,2022-11-10 17:30:18.415538
False,RT @KoikiMedia: Shit hole country https://t.co/TZsC8IOtuY,Twitter for Android,1590879533930287104,2022-11-11T01:30:12.000Z,en,everyone,2872474588,['1590879533930287104'],[],['https://twitter.com/KoikiMedia/status/1590776820252971009/video/1'],17,0,0,0,,2022-11-10 17:30:18.416015
False,RT @tttromi_3: เกียดค่ายที่มันวางแบบวงต่อไปไม่ได้ถ้าไม่มีเตน แต่การที่งานเดี่ยวมันก็ต้องแยกแยะสิงานไหนวง ไหนเดี่ยว อันนี้เหมือนมัดรวมทั้งๆ…,Twitter for iPhone,1590879533947064320,2022-11-11T01:30:12.000Z,th,everyone,3305388122,['1590879533947064320'],[],[],1,0,0,0,,2022-11-10 17:30:18.416468
False,RT @dieworkwear: https://t.co/RMtdnxrPjm,Twitter for Android,1590879533963841538,2022-11-11T01:30:12.000Z,zxx,everyone,16436444,['1590879533963841538'],[],"['https://twitter.com/dieworkwear/status/1590831852658790400/photo/1', 'https://twitter.com/dieworkwear/status/1590831852658790400/photo/1']",4782,0,0,0,,2022-11-10 17:30:18.417450
False,RT @IWOSIIWS: เจอเพื่อนแล้ว กูเป็นเหมือนพี่เขาเลย เพลง Unlovable ของวง Mind กูร้องก็รู้ไปหลายคนรอบ Intro ยังไม่หมดเลย 555555555555555555555…,Twitter for iPhone,1590879533942857729,2022-11-11T01:30:12.000Z,th,mentionedUsers,1038307174630404096,['1590879533942857729'],[],[],6396,0,0,0,,2022-11-10 17:30:18.418094
False,@elchiringuitotv @jotajordi13 Pobre tonto,Twitter Web App,1590879533963841537,2022-11-11T01:30:12.000Z,es,everyone,1460245601526980616,['1590879533963841537'],[],[],0,0,0,0,,2022-11-10 17:30:18.443214
False,"@sq__xu 笑笑笑笑笑笑笑笑笑笑笑笑笑笑
1週間笑笑笑笑笑笑笑笑笑笑
珍子となにが違うん笑笑笑笑笑笑",Twitter for iPhone,1590879529735966721,2022-11-11T01:30:11.000Z,ja,everyone,1587421142784282626,['1590879529735966721'],[],[],0,0,0,0,,2022-11-10 17:30:18.456752
False,RT @PrembhaiSundesa: durumlarla  Hediyedir teldesohbet  #ücretlishow #whatsappshow nefesi. arındırıncaya karısına cesaret p̓o̓r̓n̓o̓ nefesi…,Twitter for Mac,1590879533942550528,2022-11-11T01:30:12.000Z,tr,everyone,1589867243298594816,['1590879533942550528'],"['ücretlishow', 'whatsappshow']",[],21,0,0,0,,2022-11-10 17:30:18.525558
False,"""عالم المساج في جدة والرياض 

المنزلي وفندقي مساج منزلي 

مساج فندقي مساج جدة مساج الرياض 

مساج البيت مساج الفندق مساج المنزل 

للتواصل معنا عبر الرابط المباشر في 

الصفحة الرئيسية نتشرف فيكم في اي وقت حاب 

🔴🔴
🔴🔴
🔴🔴
🔴🔴
🔴🔴
🔴🔴
🔴🔴
🔴🔴3832""",TweetDeck,1590879533950857216,2022-11-11T01:30:12.000Z,ar,everyone,1151666000,['1590879533950857216'],[],[],0,0,0,0,,2022-11-10 17:30:18.526052
False,@fatfuckpanda I have robed myself in the finest of genders and now present myself for your consideration~,Twitter Web App,1590879533951258625,2022-11-11T01:30:12.000Z,en,everyone,2402393648,['1590879533951258625'],[],[],0,0,0,0,,2022-11-10 17:30:18.553665
False,I hope I remember this concert Fr,Twitter for iPhone,1590879538141093888,2022-11-11T01:30:13.000Z,en,mentionedUsers,605672380,['1590879538141093888'],[],[],0,0,0,0,,2022-11-10 17:30:19.067124
False,"RT @piper4missouri: I don't know what the future holds, but I will keep working in my community while our roads continue to crumble and our…",Twitter for iPad,1590879538128777216,2022-11-11T01:30:13.000Z,en,everyone,1068897042297208832,['1590879538128777216'],[],[],1549,0,0,0,,2022-11-10 17:30:19.423695
False,RT @Mirella51358081: türbanlı #ücretlishow s̳a̳n̳a̳l̳show T̳ür̳k̳i̳f̳s̳a̳ p̓o̓r̓n̓o̓ teldesohbet  t̓ü̓r̓k̓p̓o̓r̓n̓o̓ gülümsedi. kalmak görü…,Twitter for Mac,1590879538132590593,2022-11-11T01:30:13.000Z,tr,everyone,1589897988972969984,['1590879538132590593'],['ücretlishow'],[],21,0,0,0,,2022-11-10 17:30:19.424699
False,RT @desusnice: twitter currently feeling like the delancey street mcdonalds,Twitter for iPhone,1590879538158145536,2022-11-11T01:30:13.000Z,en,everyone,28881949,['1590879538158145536'],[],[],1191,0,0,0,,2022-11-10 17:30:19.425211
False,"Aparentemente

https://t.co/RNuNafRZLR",Twitter Web App,1590879538158137345,2022-11-11T01:30:13.000Z,pt,everyone,1017809473551912960,['1590879538158137345'],[],['https://chiivsy.tumblr.com/'],0,0,0,0,,2022-11-10 17:30:19.425560
False,24H LEFT @SeminoleTrader @0xFatalError @ebengho_art @capital_chriz @panza_tokendata @fly2left @collindb @yigdjabGFOUH259 @chaosfiji @OPENHILL_NFT @BoneSmasher_ @sunx58467796 https://t.co/jcE5U1jXlg,Twitter Web App,1590879538124390404,2022-11-11T01:30:13.000Z,en,everyone,1590779502854082561,['1590879538124390404'],[],['https://twitter.com/Azuki0ficial/status/1590859591004192769'],0,0,0,0,,2022-11-10 17:30:19.426732
False,RT @oohs00: แบล็คแพนเธอร์อย่าหวังเลยโดดแบบนั้นไม่ได้หรอก https://t.co/GrRorDs9HW,Twitter for iPhone,1590879538141364225,2022-11-11T01:30:13.000Z,th,everyone,1251841798055399424,['1590879538141364225'],[],['https://twitter.com/CELESTIALWJSN/status/1590668780002476032/video/1'],6053,0,0,0,,2022-11-10 17:30:19.427171
False,RT @UMe1204_11: คุณเขาฟิตแต่เช้า นึกถึงตอนบะบิวพูด เบิ้ลเป็นคนมีระเบียบวินัยในการออกกกำลังกายมาก แอคทีฟตอนเช้า ตอนนี้ยัยเทอขาน่าจะห่มผ้านอน…,Twitter for Android,1590879538124574722,2022-11-11T01:30:13.000Z,th,everyone,1432437144556015616,['1590879538124574722'],[],[],291,0,0,0,,2022-11-10 17:30:19.427827
False,RT @trevordavis102: https://t.co/V7xlCox3Se,Twitter Web App,1590879538120392704,2022-11-11T01:30:13.000Z,zxx,everyone,1555595880010506240,['1590879538120392704'],[],['https://twitter.com/trevordavis102/status/1585355780802256896/photo/1'],46,0,0,0,,2022-11-10 17:30:19.428796
False,RT @HkDz2ktTJJqm3O4: kalemtim #mersinbayan cimbizcilikiyor kayitsiziyortular kivraklasmaiyortular darmadumanligin #mersinesc cicegiecekler…,Twitter Web App,1590879538132946944,2022-11-11T01:30:13.000Z,tr,everyone,1585789240247468032,['1590879538132946944'],"['mersinbayan', 'mersinesc']",[],25,0,0,0,,2022-11-10 17:30:19.429316
False,RT @9febme: ยังไม่พร้อมให้เธอหายไปตอนนี้อะ อยู่ด้วยกันก่อนเถอะนะ,Twitter for iPhone,1590879538120364032,2022-11-11T01:30:13.000Z,th,everyone,1577005654149300224,['1590879538120364032'],[],[],1881,0,0,0,,2022-11-10 17:30:19.429647
False,RT @jbricenoaldana: falsolu 43211905 KÖKTENTE ACEMİLEŞMEKTİM FLİTLEMEKTİM KIZMACAIYORTULAR BOZUCULUKUYORTULAR #gebze #tuzla e̎s̎c̎o̎r̎t kur…,Twitter for iPhone,1590879538153541632,2022-11-11T01:30:13.000Z,tr,everyone,772523332252073992,['1590879538153541632'],"['gebze', 'tuzla']",[],20,0,0,0,,2022-11-10 17:30:19.429980
False,RT @AlexSpencerUSA: Katie Hobbs should have never been allowed to oversee the Arizona election as a candidate,Twitter Web App,1590879538158133248,2022-11-11T01:30:13.000Z,en,everyone,958452718045220864,['1590879538158133248'],[],[],4137,0,0,0,,2022-11-10 17:30:19.430328
False,RT @BLNKTSOVRMRRS: ARE YOU GOING TO BRAZIL TO BUY A WIG ORRRRRRR WHAT. @tylerrjoseph,Twitter for iPhone,1590879538132967425,2022-11-11T01:30:13.000Z,en,everyone,885795003770953728,['1590879538132967425'],[],[],5,0,0,0,,2022-11-10 17:30:19.430773
False,"#一之輔ハッピー
笑い取ろうと言っちゃったんだろうな……。😑",Twitter for Android,1590879538141331456,2022-11-11T01:30:13.000Z,ja,everyone,2496346962,['1590879538141331456'],['一之輔ハッピー'],[],0,0,0,0,,2022-11-10 17:30:19.431041
False,@candeschulman Claro es así. Es feo eso.,Twitter for Android,1590879538119995392,2022-11-11T01:30:13.000Z,es,everyone,1079481723103207425,['1590879538119995392'],[],[],0,0,0,0,,2022-11-10 17:30:19.431348
False,RT @6Cristian66: EKSPERTİZ RAPORUTA DİL  ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑   ÖĞRETİMİTE KİŞİLER ARASI İLİŞKİEBİLİRSİN GREVECEKTİM BİR MİLYONLUKACAKLAR BİR GID…,Twitter for Mac,1590879538157789184,2022-11-11T01:30:13.000Z,tr,everyone,1587225418871996416,['1590879538157789184'],[],[],30,0,0,0,,2022-11-10 17:30:19.431620
False,"RT @Tomohisanine: ずっと大好きな先輩。
@h_Takizawa329",Twitter for iPhone,1590879538120364033,2022-11-11T01:30:13.000Z,ja,everyone,1266305274039525376,['1590879538120364033'],[],[],42338,0,0,0,,2022-11-10 17:30:19.431928
False,RT @itisSeth: أكاد أجزم أن البطن عضو عاطفي، الأشد حساسية للتفاعل مع العواطف وقراءتها بشكل أسرع و أدق,Twitter for iPhone,1590879538132979712,2022-11-11T01:30:13.000Z,ar,everyone,709868388,['1590879538132979712'],[],[],1167,0,0,0,,2022-11-10 17:30:19.432368
False,"RT @AEON_JAPAN: ／
#イオン ブラックフライデー 
11/18(金)-11/27(日)の10日間開催！
＼ 

すぐ確認するンダ🐼
https://t.co/Q8x1ytReTh

11/11までTwitterCP第1弾開催中🎉

①@AEON_JAPANをフォ…",Twitter for iPad,1590879538124587008,2022-11-11T01:30:13.000Z,ja,everyone,812462977936822272,['1590879538124587008'],['イオン'],['https://chirashi.otoku.aeonsquare.net/pc/chirashi/blackfriday/'],3236,0,0,0,,2022-11-10 17:30:19.432788
False,"RT @Gaules: ELES NUNCA VÃO ENTENDER!
ISSO AQUI É O BRASIL!

AMANHÃ ISSO AQUI VAI VIRAR O INFERNO! https://t.co/jgD0uqFR3E",Twitter for Android,1590879538124394496,2022-11-11T01:30:13.000Z,pt,everyone,1100186738100711426,['1590879538124394496'],[],['https://twitter.com/Gaules/status/1590872682106494976/video/1'],142,0,0,0,,2022-11-10 17:30:19.433312
False,"❝︎ That’s rich. . .coming from you. ❞︎ The tyke repeated ,  pouting ever so slightly.

   Again ,  she turned her frame away from him. Some part of her was truly happy to see him again ,  that little kid that was held deep within. 

   ❝︎ I can take care of myself. . . ❞︎ https://t.co/XDoxmXtosp https://t.co/AkNiRJmzJA",Twitter for iPhone,1590879538128760833,2022-11-11T01:30:13.000Z,en,everyone,1590739933450629121,['1590879538128760833'],[],"['https://twitter.com/ATerribleTerror/status/1590879538128760833/photo/1', 'https://twitter.com/gammaxbursting/status/1590869683011727362']",0,0,0,0,,2022-11-10 17:30:19.455465
True,"むっちりなハーフ美女と😍 
https://t.co/x1hjwNkntK",around Gayl,1590879538128486402,2022-11-11T01:30:13.000Z,ja,everyone,1569455154289872896,['1590879538128486402'],[],['https://twitter.com/jueryero/status/1588094884119863296/video/1'],0,0,0,0,,2022-11-10 17:30:19.456099
False,"RT @UG1gNDcilSYnxuk: #イマソラ
 #渋谷
おはようございます(*´▽｀*)ﾉ))

( ・∀・)つ─━━━━(ω･`　)ｶﾞﾌﾞｶﾞﾌﾞ

ポッキー！
ポッキー！
ポッキー！
ポッキー！

プリッツも忘れないであげて！！！ https://t.co/efx…",Twitter for iPhone,1590879538120380419,2022-11-11T01:30:13.000Z,ja,everyone,1286703567957397507,['1590879538120380419'],"['イマソラ', '渋谷']",[],28,0,0,0,,2022-11-10 17:30:19.456589
False,@bachrum_achmadi Kita kita yg waras gelisah kalau anies jadi presiden amburadul kyk jakarta orang cmn pinter bicara sambil melet melet tuh lidah tapi ngga bisa kerja mau jadi apa Indonesia ku ini,Twitter for Android,1590879538153947136,2022-11-11T01:30:13.000Z,in,everyone,1549258710933188608,['1590879538153947136'],[],[],0,0,0,0,,2022-11-10 17:30:19.456996
False,"@_Pietraaz Toda trajada de Império 😡😡😡
O tênis de pelúcia 🥰🦄",Twitter for Android,1590879538132705282,2022-11-11T01:30:13.000Z,pt,everyone,819531023918698497,['1590879538132705282'],[],[],0,0,0,0,,2022-11-10 17:30:19.457405
False,"@EletricistaLei3 TESAOOO !!! BORA ! VOU ATÉ O SUL, PRA GENTE COMEMORAR, AI VOCE SOCA ESSA ROLA GOSTOSA NA MINHA BOCA E NO MEU RABO, POR 3 DIAS SEGUIDOS, ROLA DE MANHA, DE TARDE, DE NOITE E ATE DE MADRUGADA, QUANDO ACORDAR PRA MIJAR, SOCA NA MINHA !!!",Twitter Web App,1590879538141360129,2022-11-11T01:30:13.000Z,pt,everyone,1496576730722709504,['1590879538141360129'],[],[],0,0,0,0,,2022-11-10 17:30:19.458054
False,"RT @AndressaGuedes7: @JMuraty en iyi aktör ve pazar çifti
#MuratYıldırım MuratYıldırım 
#DenizBaysal DenizBaysal 
#Teşkilat #ZehMer otuz üç",Twitter for iPad,1590879538149740545,2022-11-11T01:30:13.000Z,tr,mentionedUsers,1488359345570025473,['1590879538149740545'],"['MuratYıldırım', 'DenizBaysal', 'Teşkilat', 'ZehMer']",[],3,0,0,0,,2022-11-10 17:30:19.458561
False,RT @pran2844: ดูคฤหาสน์นายทุนจีนที่สวมบัตรประชาชนไทยและทำธุรกิจสีเทาแล้วก็เกิดคำถามว่า ทุนจีนสีเทาที่ทำบ่อน ผับ ค้ายา ทำแก๊งค์คอลเซ็นเตอร์…,Twitter for iPhone,1590879538128769025,2022-11-11T01:30:13.000Z,th,everyone,146460768,['1590879538128769025'],[],[],852,0,0,0,,2022-11-10 17:30:19.458979
False,英智〆,Twitter for iPhone,1590879538145562625,2022-11-11T01:30:13.000Z,ja,everyone,713335925305008128,['1590879538145562625'],[],[],0,0,0,0,,2022-11-10 17:30:19.459333
False,@Ronald27058863 I must have truly been under,Twitter for Android,1590879538141093889,2022-11-11T01:30:13.000Z,en,everyone,1585338816629379072,['1590879538141093889'],[],[],0,0,0,0,,2022-11-10 17:30:19.459806
False,@CamilaAmaarall 👏👏👏,Twitter for Android,1590879538158129153,2022-11-11T01:30:13.000Z,und,everyone,1589293581361188864,['1590879538158129153'],[],[],0,0,0,0,,2022-11-10 17:30:19.460161
False,@lauta_davista @bjs_alejo2 ajjajaj https://t.co/2EDG3y3Qa1,Twitter for Android,1590879538128760834,2022-11-11T01:30:13.000Z,es,everyone,1210820071397847041,['1590879538128760834'],[],['https://twitter.com/DylanSDR10/status/1590879538128760834/photo/1'],0,0,0,0,,2022-11-10 17:30:19.460562
False,"RT @ATYstream: 🎉| Congratulations!

'Guerrilla' MV has reached 28.000.000 views! ✨🏴‍☠️

— 🌸 — 
#에이티즈 @ATEEZofficial #ATEEZ #エイティーズ https://…",Twitter for iPhone,1590879538153750529,2022-11-11T01:30:13.000Z,en,everyone,1476016971456122883,['1590879538153750529'],"['에이티즈', 'ATEEZ', 'エイティーズ']",[],1,0,0,0,,2022-11-10 17:30:19.461023
False,"RT @AjayKankdalwar: #GadchiroliDist #Aheri #indaram
@iassanjaymeena @InfoGadchiroli https://t.co/FWMytW83Ge",Twitter for Android,1590879538128769027,2022-11-11T01:30:13.000Z,qme,everyone,1557450781493567488,['1590879538128769027'],"['GadchiroliDist', 'Aheri', 'indaram']",['https://twitter.com/AjayKankdalwar/status/1590618608446865408/photo/1'],1,0,0,0,,2022-11-10 17:30:19.461493
False,RT @AfzalKh14377032: lan #akçay picine kaldık öldüklerini anıların olmaz fakat  kaybetmek başarı  kadınların görmezler bir #akçaysex bile d…,Twitter for iPad,1590879538120380416,2022-11-11T01:30:13.000Z,tr,everyone,1589037349782052865,['1590879538120380416'],"['akçay', 'akçaysex']",[],18,0,0,0,,2022-11-10 17:30:19.461895
False,RT @AM2013lyricsbot: I just wanna be yours,Twitter for iPhone,1590879538132578304,2022-11-11T01:30:13.000Z,en,everyone,1287617384585592832,['1590879538132578304'],[],[],11819,0,0,0,,2022-11-10 17:30:19.462250
False,FX/為替TOP https://t.co/WuE5Pa7XQW,WordPress.com,1590879538136981504,2022-11-11T01:30:13.000Z,zh,everyone,744530486098165760,['1590879538136981504'],[],['https://nikkei225-news.kekkonkatsu.info/?p=415797'],0,1,0,0,,2022-11-10 17:30:19.462597
False,"@OdonomadOki @djordjenspm А зашто мислите да ""не капира""?",Twitter Web App,1590879538124582913,2022-11-11T01:30:13.000Z,ru,everyone,1437549658432225280,['1590879538124582913'],[],[],0,0,0,0,,2022-11-10 17:30:19.463033
False,"RT @BTS_twt: 다녀왔습니다 ☺️
#JIMIN https://t.co/d35q02vr68",Twitter for Android,1590879538119987200,2022-11-11T01:30:13.000Z,ko,everyone,1242272904177258496,['1590879538119987200'],['JIMIN'],['https://twitter.com/BTS_twt/status/1137986655711686656/video/1'],426987,0,0,0,,2022-11-10 17:30:19.463417
False,Pag Whit Maureen Lynch  翻墙软件 安卓免费VPN Yetta Ferguson  #付费加速器 #加速器免费 #安卓免费VPN #VPN推荐 Burke Hosea https://t.co/rt48Vc3GkI,Twitter Web App,1590879538137161728,2022-11-11T01:30:13.000Z,zh,everyone,1530306701232066566,['1590879538137161728'],"['付费加速器', '加速器免费', '安卓免费VPN', 'VPN推荐']",['https://twitter.com/SherellCarley/status/1589464003881095168/video/1'],0,0,0,0,,2022-11-10 17:30:19.463802
False,@Breaking911 Conveniently after the midterms,Twitter for iPhone,1590879538157740033,2022-11-11T01:30:13.000Z,en,everyone,4070955563,['1590879538157740033'],[],[],0,0,0,0,,2022-11-10 17:30:19.464337
True,RT @Stylish_Gauri: 🎧🎧 https://t.co/x33PsMbzBc,Twitter for Android,1590879538128752640,2022-11-11T01:30:13.000Z,und,everyone,1701518162,['1590879538128752640'],[],['https://twitter.com/Stylish_Gauri/status/1590728882516160519/video/1'],644,0,0,0,,2022-11-10 17:30:19.464693
False,@lamascarada Tal vual,Twitter for Android,1590879538158137344,2022-11-11T01:30:13.000Z,es,everyone,970371457007210499,['1590879538158137344'],[],[],0,0,0,0,,2022-11-10 17:30:19.465008
False,RT @meduzz02: 🌹🦞 [Blue] กาวว่าด้วยถ้าเคยเจอกันมาก่อน https://t.co/3rBGpoIzez,Twitter for Android,1590879538149756928,2022-11-11T01:30:13.000Z,th,everyone,703927666521411584,['1590879538149756928'],[],"['https://twitter.com/meduzz02/status/1590741268770197505/photo/1', 'https://twitter.com/meduzz02/status/1590741268770197505/photo/1']",594,0,0,0,,2022-11-10 17:30:19.465339
False,RT @Nin2x_OncePH: I'm voting for TWICE (@JYPETWICE) for Favorite K-Pop Artist at the #AMAs,Twitter for Android,1590879538149720064,2022-11-11T01:30:13.000Z,en,everyone,1578882112442466304,['1590879538149720064'],['AMAs'],[],6,0,0,0,,2022-11-10 17:30:19.465731
False,@aguilo_sergio Que CD-R son los zurdos,Twitter for iPhone,1590879538149744641,2022-11-11T01:30:13.000Z,es,everyone,898374731564449797,['1590879538149744641'],[],[],0,0,0,0,,2022-11-10 17:30:19.466205
False,RT @NaesKnox: After a great with @JoeCzelusniak I am blessed to receive my 8th offer from🔴⚪️ @UVAWiseCavsFB @CoachUBrown @CoachJordyDubb @P…,TweetDeck Web App,1590879538124390402,2022-11-11T01:30:13.000Z,en,everyone,152936614,['1590879538124390402'],[],[],6,0,0,0,,2022-11-10 17:30:19.467211
False,RT @salice_roseee: Stay away from the people that blame you as to why THEY hurt you.,Twitter for iPhone,1590879538153914369,2022-11-11T01:30:13.000Z,en,everyone,757198212,['1590879538153914369'],[],[],4126,0,0,0,,2022-11-10 17:30:19.469825
False,RT @95vmfilms: soulmates ♡ https://t.co/2tfNVG9QQE,Twitter for Android,1590879538141343746,2022-11-11T01:30:13.000Z,en,everyone,743492979248238592,['1590879538141343746'],[],['https://twitter.com/95vmfilms/status/1590697944281681920/photo/1'],521,0,0,0,,2022-11-10 17:30:19.512641
False,"RT @tisukayi1: 呃呃，尽力了💦💦
#tamara https://t.co/lDGmbidf0c",Twitter for Android,1590879542348251138,2022-11-11T01:30:14.000Z,zh,everyone,1514349401359077382,['1590879542348251138'],['tamara'],['https://twitter.com/tisukayi1/status/1590632925686427648/photo/1'],4,0,0,0,,2022-11-10 17:30:20.094867
False,RT @cwA5xtDU0d6NKL3: ยิ้มหน้าบานเลยเวลาอยู่กับแฟน💙🐳#ยุ่นต้น #แก้มกลมของต้น #ต้นรักของภูษณุ @mytonsrn @yoonpsn https://t.co/Q3INi5vebV,Twitter for Android,1590879542352437248,2022-11-11T01:30:14.000Z,th,everyone,1465306834915393550,['1590879542352437248'],"['ยุ่นต้น', 'แก้มกลมของต้น', 'ต้นรักของภูษณุ']",['https://twitter.com/cwA5xtDU0d6NKL3/status/1590872951418945539/video/1'],7,0,0,0,,2022-11-10 17:30:20.095348
False,RT @hotteog717: 친구가 만들어줬습니다 https://t.co/rzMjpJOtS9,Twitter for Android,1590879542314688513,2022-11-11T01:30:14.000Z,ko,everyone,1353079023472009216,['1590879542314688513'],[],['https://twitter.com/hotteog717/status/1590304755846623232/photo/1'],552,0,0,0,,2022-11-10 17:30:20.208286
False,RT @fercerimedo_arg: https://t.co/QwL1bGwzOs,Twitter for Android,1590879542344048640,2022-11-11T01:30:14.000Z,zxx,everyone,1558638060396584962,['1590879542344048640'],[],['https://twitter.com/fercerimedo_arg/status/1590868957795438592/photo/1'],196,0,0,0,,2022-11-10 17:30:20.242088
False,"@JayDBesq @RedEaglePatriot Realistically, I’m not sure if PA was ever a fantastic choice. I feel like it will never go full red. Were you basing moving on closeness to NY?",Twitter for iPhone,1590879542352445440,2022-11-11T01:30:14.000Z,en,everyone,2675888178,['1590879542352445440'],[],[],0,0,0,0,,2022-11-10 17:30:20.242667
False,All I can say f’sure is I am a non-native follower and I am not a bot. 😀 https://t.co/mDei0QS6jW,Twitter for iPhone,1590879542322700289,2022-11-11T01:30:14.000Z,en,everyone,177172800,['1590879542322700289'],[],['https://twitter.com/lakotaman1/status/1590827702424334336'],0,0,0,0,,2022-11-10 17:30:20.243041
