possibly_sensitive,text,source,id,created_at,lang,reply_settings,author_id,edit_history_tweet_ids,hashtags_list,urls_list,public_metrics_retweet_count,public_metrics_reply_count,public_metrics_like_count,public_metrics_quote_count,next_token
False,RT @dinoaom1: เข้าไปเล่นเกมเห็นคนใส่ชุดฟีฟ ก็เลยเปิดไมค์แกล้งถาม ชุดสวยจังเธออ เราขอชุดได... ปั้ง!!!! ไม่ทันให้ชั้นได้พูดจบ,Twitter for iPad,1574358975273119744,2022-09-26T11:23:24.000Z,th,everyone,969598808186212353,['1574358975273119744'],[],[],2198,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @hatchedboy: เพื่อนฉันนางชอบถ่ายรูปยั่วเย คลิปเสียวตัวเองเก็บไว้ในเมสเสนเจอร์(ช่องแชทที่มีแต่เราคนเดียว) วันหนึ่งมันลืมเอาไฟล์งานไปบริษั…,Twitter for iPad,1574358914002726912,2022-09-26T11:23:09.000Z,th,everyone,969598808186212353,['1574358914002726912'],[],[],5039,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @chipsxcrossing: Cozy Pastel Loft #ShowUsYourBuilds #Sims4 https://t.co/IWme9HlgNy,Twitter for iPad,1574358860638593024,2022-09-26T11:22:57.000Z,en,everyone,969598808186212353,['1574358860638593024'],"['ShowUsYourBuilds', 'Sims4']",['https://twitter.com/chipsxcrossing/status/1573954115654553602/photo/1'],5701,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @belldelagua: ใครสอบตกข้อนี้ ลบแอพทวิตไปเล่นต่อกต่อกเลยนะคะ,Twitter for Android,1574184598732701699,2022-09-25T23:50:29.000Z,th,everyone,969598808186212353,['1574184598732701699'],[],[],12101,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @nicha_nicha_an: OSIU_SLSI:LSMI
ลองกลับหัวโทรศัพท์ดูสิ",Twitter for Android,1574184444566863872,2022-09-25T23:49:53.000Z,th,everyone,969598808186212353,['1574184444566863872'],[],[],27331,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @weeeedpung: บางคนอายุสามสิบกว่าเคยอินกับม็อบอยู่ดีๆ วันนี้ดีเฟนต์ให้คดีม.112 คดีที่มีคนโดนใช้ฟ้องเพื่อกลั่นแกล้งทุกวัน เอาแต่ตากับสมองไ…,Twitter for Android,1574184318825803777,2022-09-25T23:49:23.000Z,th,everyone,969598808186212353,['1574184318825803777'],[],[],1846,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @ts_xmas: 5 signs ที่บอกว่าเราควร ‘ลาออก’ จากงานนี้
ลองอ่านกันดูเล่นๆ สำรวจตัวเองกันนะงับ
เผื่อเป็นประโยชน์งับ :)",Twitter for Android,1574184302228959233,2022-09-25T23:49:19.000Z,th,everyone,969598808186212353,['1574184302228959233'],[],[],38539,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @sunflowerjaaa: ความจริงเราแค่อยากใส่อวด หึ ไม่มีหล่ะซิ๊ 😏,Twitter for Android,1574184286437388288,2022-09-25T23:49:15.000Z,th,everyone,969598808186212353,['1574184286437388288'],[],[],1673,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @Roundlyna: พอดีมีคนทักว่าบรีฟงานนักวาดยังไงให้ได้ปกสวย ๆ วันนี้เลยมาแชร์ฮาวทูบรีฟงานให้ได้ดั่งใจกันคับ
1.การบรีฟ ปกติแล้วทุกคนจะมีบรีฟ…",Twitter for Android,1574183902855692288,2022-09-25T23:47:44.000Z,th,everyone,969598808186212353,['1574183902855692288'],[],[],2817,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @ccdoublezee: ใหม่ดาวิกาต้องโดนคนพูดแย่ๆเยอะขนาดไหนถึงขั้นต้องทำคลิปออกมาบอกว่าที่ลดน้ำหนักจนดูผอมมากๆเป็นเพราะรับงานแสดงไว้ และคิดว่าถ้…,Twitter for Android,1574183174409973760,2022-09-25T23:44:50.000Z,th,everyone,969598808186212353,['1574183174409973760'],[],[],60899,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @rdullsulis: เศร้าทุกครั้งที่เห็นคอนเท้นต์ว่าเรียนสายมนุษย์ สายสังคม เป็นสายเรียนของคนรวย รู้สึกเหมือนถูกตอกย้ำว่าไม่เจียมตัว เสียงจากคน…,Twitter for iPad,1574026640606531584,2022-09-25T13:22:49.000Z,th,everyone,969598808186212353,['1574026640606531584'],[],[],18475,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @hatchedboy: เกือบปีมาแล้ว เราดีลรุ่นน้องให้กับรุ่นพี่ที่ทำงานทีมเดียวกันอีกคน น้องบอกพี่มันว่าต้องใส่ถุงนะ สดไม่ได้เด็ดขาด พี่มันก็โอเค…,Twitter for iPad,1574026615998521344,2022-09-25T13:22:43.000Z,th,everyone,969598808186212353,['1574026615998521344'],[],[],351,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @ppruksa_sas: คนไทยแม่งน่าเรนเวิร์สมากกว่าอีก แบบฝนตกละได้ยินแต่เสียงของโซลเมท ประโยคแรกที่ถามกันคงเป็น ""ที่นั่นน้ำท่วมมั้ยอะผมจะได้เตรี…",Twitter for iPad,1574026536382263296,2022-09-25T13:22:24.000Z,th,everyone,969598808186212353,['1574026536382263296'],[],[],20269,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @shashashashobi: ไม่ชอบเวลาประจำเดือนมาเลย รู้สึกทุกอย่าง sensitive อยู่ดีๆก็เศร้า เริ่มคิดว่าตัวเองไม่เก่ง รู้สึกตัวเองไม่สวย lost สุดๆ…,Twitter for iPad,1574026516107001856,2022-09-25T13:22:20.000Z,th,everyone,969598808186212353,['1574026516107001856'],[],[],48558,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @bambi_za: เนี่ย อันนี้สงสัยมาตั้งแต่เด็กๆแล้วว่าทำไมพอผู้ชายทำแบบนี้คนถึงคิดว่าพวกเขาไม่ใช่เพื่อนกัน แบบมีครั้งนึงไปเที่ยวกับเพื่อนผู้ห…,Twitter for iPad,1574026397055877123,2022-09-25T13:21:51.000Z,th,everyone,969598808186212353,['1574026397055877123'],[],[],31053,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @meowmintmint: จากใจเด็กศิลปศาสตร์ เอาจริงกูเริ่มรำคาญละที่ว่าคณะสายนี้เป็นคณะคนรวยเรียน เอาห่าอะไรไปรวย เด็กขอทุนเรียนในคณะกันเยอะแยะ…,Twitter for iPad,1574026333071757314,2022-09-25T13:21:36.000Z,th,everyone,969598808186212353,['1574026333071757314'],[],[],7135,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @J_Jayn_: โอ้้้ ในขุนช้างขุนแผนถ้าจำไม่ผิดนางลาวทองหน้าตาคล้ายแม่วัน เลยไปหาดูในหอสมุดวชิรญาณ สรุปมีบทชมโฉมลาวทอง มันมีวรรคนึงที่บอกว่า…,Twitter for iPad,1574026197386002433,2022-09-25T13:21:04.000Z,th,following,969598808186212353,['1574026197386002433'],[],[],1610,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @Oil_chii: @bam9904 ไม่ได้มาเอดูเขตนะคะ แต่นี้ชอกในความแก่ของตัวเอง เพราะเรื่องแรกที่คุณยายทาฮีร่าเล่นสำหรับเราคือ ""สาวน้อยในตะเกียวแก้ว…",Twitter for Android,1574021685912932352,2022-09-25T13:03:08.000Z,th,everyone,969598808186212353,['1574021685912932352'],[],[],15589,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @withoutmymuse_: ไม่เคยรู้สึกเริ่มแก่จนมาเห็นรูปนี้ คือมาถึงจุดที่ทั้งรูปมี 5 คน แต่กูรู้จักดวงดาว จารุจินดา คนเดียวแล้วเหรอ,Twitter for Android,1574021681479577600,2022-09-25T13:03:07.000Z,th,everyone,969598808186212353,['1574021681479577600'],[],[],72375,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @yumiiranchan: อยากปา fact ของพี่เฮย์จิให้อฟช.ญี่ปุ่นดู ฮัตโตริ เฮย์จิเป็นคนคันไซที่รักบ้านเกิดตัวเองมาก ไม่ว่าจะบ้านเมือง อาหาร กีฬา สำ…,Twitter for iPad,1574002859699732481,2022-09-25T11:48:19.000Z,th,following,969598808186212353,['1574002859699732481'],[],[],14156,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @slollipop54321: มีสายเข้าโทรมาแจ้งว่าเป็นหนี้กรุงศรีอยู่50000บาท
เลยถามไปว่ากรุงศรีตอนต้น หรือตอนปลาย..
ไม่ตอบวางสายเฉย
ไม่มีมารยาท",Twitter for iPad,1574002824568242177,2022-09-25T11:48:11.000Z,th,everyone,969598808186212353,['1574002824568242177'],[],[],59375,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Sunzadotcom: คู่ชิปซัดกันเกือบตาย สาววายบอกรักกัน,Twitter for iPad,1574002801575096320,2022-09-25T11:48:06.000Z,th,everyone,969598808186212353,['1574002801575096320'],[],[],18402,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Hardbackpacker: สายฉีดตูดคือสิทธิมนุษยชนค่ะ ที่ไหนมีสาบฉีดตูดคือที่ที่มีอารยธรรม จำไว้ นังยูเอสเอ,Twitter for iPad,1574002780708425728,2022-09-25T11:48:01.000Z,th,everyone,969598808186212353,['1574002780708425728'],[],[],42861,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @lalalunable: เรื่องศพเด็กทำแท้งที่วัดไผ่เงิน ถ้าไม่มองในเชิงเรื่องสยองขวัญ นุว่ามันแสดงถึงความล้มเหลวของระบบเลยแหละ ศพเด็ก 2000 ศพ แปล…,Twitter for iPad,1574002761360089089,2022-09-25T11:47:56.000Z,th,everyone,969598808186212353,['1574002761360089089'],[],[],46374,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @imfvag: 📓 ppt template minimalis, simple and aesthetic from canva 🤍🖤

~ a thread ~ https://t.co/2LKpL0Gd6t",Twitter for iPad,1574002688597295104,2022-09-25T11:47:39.000Z,en,everyone,969598808186212353,['1574002688597295104'],[],['https://twitter.com/imfvag/status/1573653708487159809/photo/1'],10702,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @BrightMinho: กล้าพูดได้ว่า YouTube สุ่มเพลงเหี้ยจริง ไม่นำเสนอเพลงใหม่ ๆ ให้เลย

สมมติเรากดเพลงเกาหลีซักเพลง การสุ่มเพลงต่อไป มันจะเอาเ…",Twitter for iPad,1573906056266526720,2022-09-25T05:23:40.000Z,th,everyone,969598808186212353,['1573906056266526720'],[],[],45232,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @mintnatt: กุว่าโอเมก้าเวิร์สมันเป็นโลกที่ค่อนข้างkink อย่าพึ่งเอามันไปสู่สายตามักเกิ้ลเลย ทุกวันนี้พ่อแม่หุเปิดทีวีเจอซีรี่ย์วายไทยแล้ว…,Twitter for iPad,1573905864381329408,2022-09-25T05:22:54.000Z,th,everyone,969598808186212353,['1573905864381329408'],[],[],21669,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @iamruj: มีเพื่อนร่วมรุ่นถาปัด ตอนจบทีสิสได้ A มั้ง
งานแม่งดีโคด 
เรียนจบ มันย้ายกลับบ้านที่ใต้ เจออีกที ขายประกัน มันบอกหมดแพสชั่นกะงาน…",Twitter for iPad,1573905752464687104,2022-09-25T05:22:27.000Z,th,everyone,969598808186212353,['1573905752464687104'],[],[],55168,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @SeaonShore: @Y_YyyyyyyyY_Y panda bear ❌
polar bear แต่งคลอสเพลย์แพนด้า ✔️",Twitter for iPad,1573841539423674368,2022-09-25T01:07:18.000Z,und,everyone,969598808186212353,['1573841539423674368'],[],[],474,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @SeaonShore: น่าจะประมาณนี้ค่ะ https://t.co/5uWFnh7tPi,Twitter for iPad,1573841430304665600,2022-09-25T01:06:52.000Z,th,everyone,969598808186212353,['1573841430304665600'],[],['https://twitter.com/SeaonShore/status/1573714602906423296/photo/1'],1764,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @SeaonShore: คือว่า ลายดำบนตัวพี่แพนด้าจริงๆ แล้วมันไม่ใช่ขนหรอคะ….. https://t.co/8NmP8mkOfX,Twitter for iPad,1573841377854914561,2022-09-25T01:06:39.000Z,th,everyone,969598808186212353,['1573841377854914561'],[],['https://twitter.com/SeaonShore/status/1573594171977633792/photo/1'],28244,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @newgen_22: เคยสั่งแบบ คาปูชิโน่ไม่เอาฟองค่ะ น้องบอกไม่เอาฟองไม่ใช่คาปูนะคะ มันคือลาเต้ แล้วน้องข้างๆอีกคนได้ยินเลยบอกเขาว่า ลูกค้าจะกิน…,Twitter for iPad,1573841280370868224,2022-09-25T01:06:16.000Z,th,everyone,969598808186212353,['1573841280370868224'],[],[],27668,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @0Raphaxl_: เตือน❗
สำหรับคนที่ชอบดื่มชา-กาแฟบ่อยๆ ตื่นมาต้องกินทุกวัน หรือคนที่ชอบ ทำงานดึกแล้วดื่มกาแฟเพื่อจะให้มีแรงตาสว่างเพื่อนทำงาน…",Twitter for iPad,1573841202776252416,2022-09-25T01:05:57.000Z,th,everyone,969598808186212353,['1573841202776252416'],[],[],42150,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @gainagainnn: ฝน นาดาวอ่ะมึง เมื่อวานเลิกกองคุยกับพี่ๆในกอง ทุกคนเห็นตรงกันหมดว่าโคตรมืออาชีพ พี่ย้งปั้นเด็กออกมาได้ดีมาก หน้าเซตไม่ต้อง…,Twitter for iPad,1573841062627770368,2022-09-25T01:05:24.000Z,th,everyone,969598808186212353,['1573841062627770368'],[],[],41829,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @septamberwish: นักศึกษาช่วงมิดเทอมมันทำได้ทุกอย่างยกเว้นอ่านหนังสือแหละ กุออกมานั่งจ้องหญ้าอยู่สิบนาที ดูกระรอกปีนต้นตาล สุนทรีย์จริงๆ,Twitter for iPad,1573841001483239424,2022-09-25T01:05:09.000Z,th,everyone,969598808186212353,['1573841001483239424'],[],[],99415,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Treeshrewy: พ่อต้องไปงานศพบ้านเกิด แต่ถามแม่บ่อยมากว่าหน้าดำมั้ย ดูโทรมมั้ย ผมเป็นไง แม่ถามทำไมถามมาก เผื่อเจอแฟนเก่าหรอ พ่อบอกอื้อ5555…,Twitter for iPad,1573840979102429184,2022-09-25T01:05:04.000Z,th,everyone,969598808186212353,['1573840979102429184'],[],[],71121,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @bluelemona_de: เราเป็นผู้หญิงคนเดียวมั้ยที่ไม่ใช้คำว่า แรงมากแม่ แต่ใช้คำว่า โคตรตึงเลยคับจารย์ โห่ พอดีเป็นคนแมนๆลุยๆห้าวๆ นิสัยผู้ชาย…,Twitter for iPad,1573751507388100608,2022-09-24T19:09:32.000Z,th,everyone,969598808186212353,['1573751507388100608'],[],[],35376,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @kaikaizt: คนไข้ไปทำฟันปลอมเถื่อนมา ละคือเอาลวดมัดแบบเอาออกไม่ได้ จะบ้า ทั้งตัดทั้งกรอ เอาออกมาสรุปต้องถอนทั้งปาก นี่ก้บอกคนไข้ว่าอย่าไป…,Twitter for iPad,1573751407215546369,2022-09-24T19:09:09.000Z,th,everyone,969598808186212353,['1573751407215546369'],[],[],17596,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @maddidoo_: ไม่ sex education มันทำมาเพื่อ educate วัยรุ่นไง (และวัยอื่นๆ ด้วย) เก็ทปะว่าเวลาคนจะดู sex ed มันไม่ได้อยากดูคนเอากันฟินๆ เ…,Twitter for iPad,1573751127988117504,2022-09-24T19:08:02.000Z,th,everyone,969598808186212353,['1573751127988117504'],[],[],5157,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @jf_foon: เหนียงอ่ะลูก https://t.co/Dl1fD4NMuU,Twitter for iPad,1573751104567115776,2022-09-24T19:07:56.000Z,th,everyone,969598808186212353,['1573751104567115776'],[],['https://twitter.com/jf_foon/status/1573750897330761729/video/1'],1817,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Jorpakmah: เพลงของ YOASOBI นี่ตอกย้ำทฤษฎีที่ว่าคนสมัยนี้สมาธิสั้นฟังเพลงได้ดี เพราะเพลงนังจะเริ่มด้วยการร้องเลย แล้วค่อยอินโทรทีหลัง ก็…,Twitter for iPad,1573750900992409600,2022-09-24T19:07:08.000Z,th,everyone,969598808186212353,['1573750900992409600'],[],[],18282,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @nakhunx: ค่ายกับผู้จัดเขาคิดอะไรอยู่ถึงอยากเอานิยาย A/B/O มาทำซีรี่ส์ เมื่อวานนี่ก็เพิ่งโดนติดต่อมาสดๆ ร้อนๆ อยากได้คุกทดลองอัลฟ่าไปทำ…,Twitter for iPad,1573743930583420928,2022-09-24T18:39:26.000Z,th,everyone,969598808186212353,['1573743930583420928'],[],[],29866,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @stitch_pololo: ในที่สุด""ยองจี""ก็ได้เจอ""มาร์ค""แล้วแถมอยู่ในเฟรมเดียวกล้องจับให้เสร็จ ยองจีคือยิ้มไม่หยุด คอมพลีทแล้ว 5555555555555555555…",Twitter for iPad,1573743844004622336,2022-09-24T18:39:05.000Z,th,everyone,969598808186212353,['1573743844004622336'],[],[],16780,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @DestinyOfAugust: ไม่ได้มีโมเม้นแอบชอบคนในชีวิตจริงมานานมาก ที่ผ่านมาใจเต้นแค่กับไอดอลเกาหลีไม่ก็กับพระเอกฟิค วันหนึ่งบังเอิญไปใจเต้นกับ…,Twitter for iPad,1573589722659975168,2022-09-24T08:26:40.000Z,th,following,969598808186212353,['1573589722659975168'],[],[],27013,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @faarirz: คนที่อายุไม่เกิน 25ปี น่าสงสารนนะ เขาเจออีตู่มาไม่ต่ำกว่า 1/3 ของชีวิตอะ,Twitter for iPad,1573589200389410816,2022-09-24T08:24:35.000Z,th,everyone,969598808186212353,['1573589200389410816'],[],[],55894,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @Junl0rz: แพรี่มีช่วงวูบไปตอนที่หลังสึกช่วงที่ไลฟ์กับผู้บ่อยๆ แล้วเถลิงตอกกลับชาวเน็ตแบบงงๆ แล้วคนเหม็นกัน แต่พอผ่านช่วงนั้นไป ชีก็ไลฟ์ข…,Twitter for iPad,1573589154084302848,2022-09-24T08:24:24.000Z,th,everyone,969598808186212353,['1573589154084302848'],[],[],27085,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @dinoaom1: ไข่เจียวกับซอสพริกรีทวิต ไข่เจียวกับซอสมะเขือเทศเฟบ,Twitter for iPad,1573589123163910144,2022-09-24T08:24:17.000Z,th,everyone,969598808186212353,['1573589123163910144'],[],[],24865,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @dellpooh55: กระสือเป็นผีที่หลัก Anatomy ดูน่าคัดค้านที่สุด ไม่น่าเป็นไปได้มากสุด แต่เชื่อมะ ในฐานะเด็กตจวที่โตมาในหมู่บ้านเงียบๆ มีทุ่ง…,Twitter for Android,1573520236162478080,2022-09-24T03:50:33.000Z,th,everyone,969598808186212353,['1573520236162478080'],[],[],17006,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @532am_: มีใครเคยทำการวิจัยมั้ยว่าทำไมเดือนธันวาคมถึงอบอุ่นกว่าเดือนอื่น,Twitter for Android,1573520220492562432,2022-09-24T03:50:29.000Z,th,everyone,969598808186212353,['1573520220492562432'],[],[],54656,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @JABchc: ตอนเรียนปโท อาจารย์ให้โจทย์ว่าให้ออกแบบ object ที่ยังไม่มีใครทำมาก่อนบนโลก พี่คนนึงในคลาสด้วยความที่ต้องทำงานจนดึก และจอดรถในวั…,Twitter for Android,1573520074086191104,2022-09-24T03:49:54.000Z,th,everyone,969598808186212353,['1573520074086191104'],[],[],47481,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @jaomhooauan: แพรี่นี่เค้าก็อยู่ของเค้าเฉยๆ ไลฟ์ขายของไปตามประสาฆราวาสต้องหาเงินเลี้ยงตัว ถ้าชาตรีไม่ไปยุ่งกับแพรี่ก่อน แพรี่ก็ไม่ออกมาฟ…,Twitter for Android,1573520044684091392,2022-09-24T03:49:47.000Z,th,everyone,969598808186212353,['1573520044684091392'],[],[],23433,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @gunsangtong: ทนายความถามแพรี่ว่าเอาสิทธิไหนไปด่าพระ โหมันคือสิทธิขั้นพื้นฐานที่ระบุไว้ในรัฐธรรมนูญเลยครับ มันเป็นคำถามที่คนเป็นทนายไม่…,Twitter for Android,1573520019002363905,2022-09-24T03:49:41.000Z,th,everyone,969598808186212353,['1573520019002363905'],[],[],7698,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @pataMONSTAR: แพรี่คืออีกหนึ่งข้อพิสูจน์ที่ว่า กะเทยบวชได้สบายมาก เพราะตอนเป็นพระชีก็ทำหน้าที่ ศึกษา/เผยแพร่ธรรมะอย่างที่พระควรทำ และแตก…,Twitter for Android,1573519724788723713,2022-09-24T03:48:31.000Z,th,everyone,969598808186212353,['1573519724788723713'],[],[],50327,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @imokitsalright: เรื่องผู้หญิงถอดฮิซาบประท้วงที่อิหร่าน คนอื่นเขาคอมเม้นเรื่องสิทธิมนุษยชน กล้าหาญ แต่มันจะมีอิบางพวกมาเม้นว่า สวยคมทุกค…,Twitter for Android,1573519615359348737,2022-09-24T03:48:05.000Z,th,everyone,969598808186212353,['1573519615359348737'],[],[],21873,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @SoundtissST: ใครก็ได้แปะคลิปที่ตลกจนข้าวพุ่งหน่อยค่ะ อยากขำ555555 ชีวิตมันเครียด,Twitter for Android,1573519569347825664,2022-09-24T03:47:54.000Z,th,everyone,969598808186212353,['1573519569347825664'],[],[],75960,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,"RT @kyokazuu: ตอนเด็กๆ โดนเพื่อนประถมอำว่า บ้านที่ติดลวดหนามไว้เหนือรั้วเอาไว้กันกระสือเข้าบ้าน แบบถ้ามันลอยมาไส้ก็จะไปเกี่ยว
นุ: ก็ลอยให้…",Twitter for iPad,1573286298450030593,2022-09-23T12:20:58.000Z,th,everyone,969598808186212353,['1573286298450030593'],[],[],125,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @jusdelemon: แล้วผมบอกคัตจังว่าไง            อิซึคุ ห้ามดุ https://t.co/4xxIaNrhQc,Twitter for iPad,1573286277046489089,2022-09-23T12:20:53.000Z,th,everyone,969598808186212353,['1573286277046489089'],[],"['https://twitter.com/jusdelemon/status/1573191627023478785/photo/1', 'https://twitter.com/jusdelemon/status/1573191627023478785/photo/1']",488,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @lolitascak3: จำข่าวเรื่องกล่องสุ่มสยองที่เจอศพในกระเป๋าที่นิวซีแลนด์ได้มั้ย คือมีบ้านนึงไปซื้อตู้คอนเทนเนอร์สุ่มของจากโกดังแล้วเจอกระเ…,Twitter for iPad,1573286248361656320,2022-09-23T12:20:46.000Z,th,everyone,969598808186212353,['1573286248361656320'],[],[],18358,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @impnp922: แงมึงงงงงงงฝ😭😭😭😭😭😭😭 https://t.co/7lJC2rwjIw,Twitter for iPad,1573286012897619968,2022-09-23T12:19:50.000Z,th,everyone,969598808186212353,['1573286012897619968'],[],['https://twitter.com/impnp922/status/1572565240172388353/photo/1'],43064,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @hatoriisbaka: เพิ่งอ่านโพสต์ของเพจรอยัลเวิร์ล วิจารณ์ยับเรื่องอีผู้ใหญ่บ้านหมู่สิบไม่ไปงานศพลิลิเบธ สลิ่มแม่งก็คิดว่าเพจนี้ของสามกีบ…,Twitter for iPad,1573285878646321155,2022-09-23T12:19:18.000Z,th,everyone,969598808186212353,['1573285878646321155'],[],[],227,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
False,RT @ChristianYoungA: study in paint https://t.co/Dm2FO2oFNH,Twitter for iPad,1573285758731165697,2022-09-23T12:18:49.000Z,en,everyone,969598808186212353,['1573285758731165697'],[],['https://twitter.com/ChristianYoungA/status/1572959786378924033/photo/1'],6399,0,0,0,b26v89c19zqg8o3fpzbjnyt3yhwpvmb604y1fbxc6w6t9
