possibly_sensitive,id,author_id,lang,reply_settings,edit_history_tweet_ids,text,source,created_at,hashtags_list,urls_list,public_metrics_retweet_count,public_metrics_reply_count,public_metrics_like_count,public_metrics_quote_count,pagination_token,current_time
False,1417462771936112640,49384084,en,everyone,['1417462771936112640'],You. Are. Not. A. Country. https://t.co/OHJm4PhLGP,Twitter Web App,2021-07-20T12:33:54.000Z,[],['https://foxhole.news/2021/07/19/eu-calls-for-its-flag-to-be-flown-at-the-olympics/'],535,213,3683,47,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905005
False,1417739293787820034,1116737663598571521,en,everyone,['1417739293787820034'],"Set aside the personal swipes at the PM. Cummings was right wasn't he. The political system is more to do with maintaining the status quo of the institutions, including Parliament than anything else. Time for radical change.",Twitter Web App,2021-07-21T06:52:42.000Z,[],[],5,6,21,0,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905013
False,1417549230693048322,3391985055,en,everyone,['1417549230693048322'],"Shocking to hear an Amnesty International official say on Farage that most migrants arriving illegally into the UK by boat are granted asylum 

Farage is right! There is a yawning chasm between the tough rhetoric of @pritipatel and her failure to secure the UK's borders

#GBNews",Twitter Web App,2021-07-20T18:17:28.000Z,['GBNews'],[],393,56,859,20,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905021
False,1417154476373336064,126880117,en,everyone,['1417154476373336064'],So good to spend my milestone birthday with my best mate from school ⁦@eat_to_be_slim⁩. What a fabulous day #freedomday has turned out to be. I can now book a ⁦@SagaHolidaysUK⁩ 🚢 lol 😂 looking forward to my party in a few weeks !! https://t.co/8ZjIrXRSPR,Twitter for iPhone,2021-07-19T16:08:51.000Z,['freedomday'],"['https://twitter.com/Nanaakua1/status/1417154476373336064/photo/1', 'https://twitter.com/Nanaakua1/status/1417154476373336064/photo/1']",9,62,295,1,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905030
False,1417123260496588800,3243077979,en,everyone,['1417123260496588800'],Out today in shops and garden centres and masks are still rife. 18 months of scaremongering has infected the population. The meek are ruling the world,Twitter for iPhone,2021-07-19T14:04:48.000Z,[],[],10,9,116,1,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905038
False,1417122610471649284,3362016513,en,everyone,['1417122610471649284'],WATCH | Business secretary Kwasi Kwarteng says taking the knee achieves nothing and he himself won't be doing it any time soon. Well said! 👍,Twitter for Advertisers.,2021-07-19T14:02:13.000Z,[],[],350,59,1780,17,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905046
False,1417016982336065539,19017675,en,everyone,['1417016982336065539'],"GB News has exciting plans to broadcast output on DAB radio and already has a superb and easy-to-use app with over 200,000 users. I'm looking forward to this new challenge.
 https://t.co/HXdEzwBfQo",Twitter for iPhone,2021-07-19T07:02:30.000Z,[],['https://www.telegraph.co.uk/news/2021/07/18/gb-news-can-do-broadcasting-ukip-did-politics/'],377,207,2283,32,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905056
False,1417096612581715974,924541717944131584,en,everyone,['1417096612581715974'],"If Tony Blair says something’s a good idea, then my instinct is to move heaven and earth away from whatever that something is.",Twitter for iPhone,2021-07-19T12:18:55.000Z,[],[],2666,508,16268,178,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905065
False,1417012576827944960,1327539789005017088,en,everyone,['1417012576827944960'],"Went to the village shop on my way into work - every single person in there wore a mask and everyone was very chatty, as they always are - no dramas, no one videoing anyone, no one bashing Boris, everyone wished everyone a good day - that’s what a civilised society looks like",Twitter for iPhone,2021-07-19T06:44:59.000Z,[],[],100,81,1096,12,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905072
False,1417026690786660352,1116737663598571521,en,everyone,['1417026690786660352'],"The PM cannot do right for doing wrong His critics pulverise him, his supporters love him.   How about a bit of respect and start supporting him.  Imagine Starmer as PM, we'd probably all be locked into our homes and the infected would have to ring a bell  Set aside our politics",Twitter Web App,2021-07-19T07:41:04.000Z,[],[],44,46,284,7,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905080
False,1417110863312523266,19017675,en,everyone,['1417110863312523266'],"No masks and a drink at the bar, good progress.

Not so for the 1.7m who are isolating because of the pingdemic.

Boris needs to man up. I will be saying so at 7pm on @GBNEWS. https://t.co/xWvLIKAJpc",Twitter for iPhone,2021-07-19T13:15:33.000Z,[],['https://twitter.com/Nigel_Farage/status/1417110863312523266/photo/1'],802,625,7385,143,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905089
False,1415740935615483908,62576309,en,everyone,['1415740935615483908'],"The left in this country want the UK divided, poor, weak and unsuccessful. That is why I could never vote for the Labour Party. A bunch of nasty, bitter folk, pretending to be better than the rest of us.",Twitter for iPhone,2021-07-15T18:31:56.000Z,[],[],272,79,1622,21,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905098
False,1415585864667877380,1123143752984477696,en,everyone,['1415585864667877380'],Wonder how Khan is going to enforce his mask mandate when 50% of TFL staff don’t wear them?,Twitter for iPhone,2021-07-15T08:15:45.000Z,[],[],165,72,1502,9,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905107
False,1414867702288723978,62576309,en,everyone,['1414867702288723978'],"Taking the knee has created more divides than ever. It’s taken us backwards &amp; I personally think it shows the opposite of equality. 

Labour are shouting the loudest, yet they’re the most divisive of all, deliberately stoking divides and making things about race or class.",Twitter for iPhone,2021-07-13T08:42:01.000Z,[],[],289,64,1204,26,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905115
False,1414973015327182852,812295444604866560,en,everyone,['1414973015327182852'],"I agree with the Gov on foreign aid.

@GBNEWS",Twitter for Android,2021-07-13T15:40:30.000Z,[],[],105,54,1006,8,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905123
False,1414554862298222592,1268497715496960001,en,everyone,['1414554862298222592'],8 years ago today we laid you to rest. It never gets easier. We love and miss you always 💔 https://t.co/zROwoKUE24,Twitter for iPhone,2021-07-12T11:58:54.000Z,[],['https://twitter.com/FoundationRigby/status/1414554862298222592/photo/1'],856,132,4415,73,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905131
False,1414486696343834624,1135112390683561984,en,everyone,['1414486696343834624'],"Sounds like kneeling is working 🤷‍♂️🤷‍♂️ I only blame one person for last night,  Southgate,  his decisions imo throughout the game were terrible,  negative and played right into the hands of the Italians,  as soon as we scored early, I knew what would happen.",Twitter for Android,2021-07-12T07:28:02.000Z,[],[],70,88,637,10,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905140
False,1414619334287237126,1116737663598571521,en,everyone,['1414619334287237126'],"Never mind Wokery I am saddened and ashamed of the lack of manners, respect and moral fibre of far too many people living in Britain today.",Twitter Web App,2021-07-12T16:15:06.000Z,[],[],5,5,56,0,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905147
False,1414631188694814722,1466783923,en,everyone,['1414631188694814722'],"MORE HYPOCRISY of @Keir_Starmer   Happy to go to Wembley finals with 60,000 others but says reckless of PM to unlock rest of population next week. Rank smelly hypocrisy. One rule for elite, another for rest of us.",Twitter for iPhone,2021-07-12T17:02:12.000Z,[],[],1547,196,7373,73,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905155
False,1414508277329764352,2362785976,en,everyone,['1414508277329764352'],"@GBNEWS She reflected the mood of the nation. He spent a lot of the training season passionately criticising the government, and misleading the country over FSM provision, he can hardly be surprised if a politician reflects the mood of many by commenting on his football skills",Twitter for iPhone,2021-07-12T08:53:48.000Z,[],[],10,69,167,2,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905163
False,1414500249910063106,1339166129110065152,en,everyone,['1414500249910063106'],"What do you make of this message sent by Conservative MP Natalie Elphicke to other MPs about Marcus Rashford's missed penalty?

Let us know 📩 gbviews@gbnews.uk https://t.co/Vr09U716eR",Twitter Web App,2021-07-12T08:21:54.000Z,[],['https://twitter.com/GBNEWS/status/1414500249910063106/photo/1'],357,2199,1761,499,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905172
False,1414504649290289154,963465855538524162,en,everyone,['1414504649290289154'],"So there’s suggestions of a Knighthood for Southgate for failing, and still nothing for Farage for succeeding. 🤔",Twitter for iPad,2021-07-12T08:39:23.000Z,[],[],336,90,1576,33,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905180
False,1414468436361719808,1944466748,en,everyone,['1414468436361719808'],So sad for @BukayoSaka87 wjo missed crucial penalty. But at 19 wasn’t he too inexperienced to take the make or break penalty in @Euros2021 ?,Twitter Web App,2021-07-12T06:15:29.000Z,[],[],44,238,938,17,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905188
False,1414347475985518599,3218868310,en,everyone,['1414347475985518599'],Southgate got this horribly wrong tonight. Tactics were terrible. He changed the formation because he was frightened of Italy and not playing the usual way. And he decided to send a kid out to take the most important penalty we've had for years.,Twitter for Android,2021-07-11T22:14:50.000Z,[],[],184,135,1142,25,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905196
False,1414328750632841220,1647291168,en,everyone,['1414328750632841220'],How is that not a red card!? https://t.co/XjZOcTGWPB,Twitter for iPhone,2021-07-11T21:00:25.000Z,[],['https://twitter.com/ArchRose90/status/1414328750632841220/photo/1'],1305,877,11322,276,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905205
False,1414342752758808585,61783235,en,everyone,['1414342752758808585'],Well done #Southgate your obsession with leaving out #Grealish even for the penalties - cost us the title. Your favourite little kneelers failed.,Twitter Web App,2021-07-11T21:56:04.000Z,"['Southgate', 'Grealish']",[],46,12,271,6,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905214
False,1414138395908005892,1278610637271203840,en,everyone,['1414138395908005892'],"UEFA have banned the song ‘It’s coming home’. Quick reminder. We invented football, so the song is 100% accurate.",Twitter for iPhone,2021-07-11T08:24:01.000Z,[],[],53,20,207,1,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905222
False,1414311623095947270,14077382,en,everyone,['1414311623095947270'],Scenes. https://t.co/M3K5qAiNJl,Twitter for iPhone,2021-07-11T19:52:22.000Z,[],['https://twitter.com/JamesCleverly/status/1414311623095947270/photo/1'],546,145,7519,97,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905230
False,1414203174177607688,3218868310,en,everyone,['1414203174177607688'],"If we win, I'm going to say it was because we left the EU. If we lose, I'm blaming the kneeling and surrender.",Twitter for Android,2021-07-11T12:41:26.000Z,[],[],33,15,169,1,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905238
False,1414326023097880582,1092911550808113152,fr,everyone,['1414326023097880582'],Hypercritical 💩 https://t.co/ae6E7M8Wzv,Twitter for iPhone,2021-07-11T20:49:35.000Z,[],['https://twitter.com/PoliticsForAlI/status/1414293640546033668'],3,1,9,0,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905247
False,1414235666909642757,126880117,en,everyone,['1414235666909642757'],Touching wood ⁦@GBNEWS⁩ and praying that England win tonight.. I predict 3-1 to us…🎵 C’mon England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿 https://t.co/qVFvfJFPIG,Twitter for iPhone,2021-07-11T14:50:32.000Z,[],['https://twitter.com/Nanaakua1/status/1414235666909642757/photo/1'],118,116,2056,9,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905255
False,1414303756649369605,1339166129110065152,en,everyone,['1414303756649369605'],"'We've had a tough 15-16 months as a nation during the pandemic...I think this is a chance let's have a great celebration.'

Former Secretary of State for Wales Alun Cairns says he is backing England to win this evening. https://t.co/dfYwZAgQnD",Twitter Media Studio,2021-07-11T19:21:06.000Z,[],['https://twitter.com/GBNEWS/status/1414303756649369605/video/1'],5,12,178,1,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905280
False,1414305810457501696,1903382054,en,everyone,['1414305810457501696'],"⬆️ #Multistories, Leeds
⬇️ @BoxparkCroydon 

Celebrations up and down the country! https://t.co/qcOvv8JxD5",Grabyo,2021-07-11T19:29:16.000Z,['Multistories'],['https://twitter.com/England/status/1414305810457501696/video/1'],700,83,4369,97,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905299
False,1414117941449273346,3131144855,en,everyone,['1414117941449273346'],"We’re all hoping you can go one better and bring it home tonight @England. 

Football’s coming home! https://t.co/9As9opK5j9",Twitter Media Studio,2021-07-11T07:02:44.000Z,[],['https://twitter.com/BorisJohnson/status/1414117941449273346/video/1'],1147,2112,10837,443,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905308
False,1413876013646417921,1295407279643201536,en,everyone,['1413876013646417921'],"@RishiSunak 
The asylum system is costing us £1.16 BILLION.
I am a British pensioner born &amp; bred &amp; I take £556 pm state pension. I can't claim benefits as I have a small private pension that takes me over the limit that I have to pay tax on
THAT IS BEING SPENT ON BLOODY ILLEGALS",Twitter for Android,2021-07-10T15:01:24.000Z,[],[],349,58,770,26,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905319
False,1413605852066586625,750033536002981888,en,everyone,['1413605852066586625'],"What is more important
A Pay the EU £40 Bn
B Pay pensioners a livable pension

Which would you choose guys ?",Twitter Web App,2021-07-09T21:07:53.000Z,[],[],128,212,493,42,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905327
False,1413763608086032389,1944466748,en,everyone,['1413763608086032389'],"Surprise surprise @vonderleyen the EU commission President is supporting Italy against England in @EURO2020 sour grapes because England knocked out her native Germany. Oh, and Brexit of course",Twitter Web App,2021-07-10T07:34:45.000Z,[],[],158,513,1603,95,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905337
False,1413817460936019975,19017675,en,everyone,['1413817460936019975'],"Gareth Southgate says “we have got so much to be proud of”. 

Patriotism is back, proper stuff.",Twitter for iPhone,2021-07-10T11:08:44.000Z,[],[],660,2071,8443,382,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905346
False,1413924574568267778,3218868310,en,everyone,['1413924574568267778'],Foreign aid must end. David Lammy said Africa needs no white saviours. Time for Africa to sort itself out. It's had plenty of time and plenty of money.,Twitter for Android,2021-07-10T18:14:22.000Z,[],[],432,102,1980,24,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905354
False,1413602511127293959,15484198,en,everyone,['1413602511127293959'],The only way to ensure honest elections is voter ID and an end to Postal Voting on Demand,Twitter for iPhone,2021-07-09T20:54:36.000Z,[],[],914,278,5511,87,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905363
False,1413768089565548544,1944466748,en,everyone,['1413768089565548544'],"Brussels demanding £41bn divorce payment, £2bn more than Govt willing to pay. Another sign EU is in deep financial trouble with exit of Uk one of the biggest  contributors",Twitter Web App,2021-07-10T07:52:33.000Z,[],[],546,872,3972,124,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905371
False,1413555865207062530,962613223349420032,en,everyone,['1413555865207062530'],"A message to all @GBNEWS fans out there, I have confirmed today that @LV Insurance are still boycotting advertising on the channel and were not too polite in their response so I am cancelling my insurance renewal. As it happens I have found a better and cheaper deal #GBNews",Twitter Web App,2021-07-09T17:49:15.000Z,['GBNews'],[],722,159,2087,39,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905381
False,1413400119907688448,49384084,en,everyone,['1413400119907688448'],"Why is Ghana 96% black?

What a stupid question from the BBC. https://t.co/kQbuhTjGN3",Twitter for iPhone,2021-07-09T07:30:22.000Z,[],['https://www.bbc.com/news/uk-england-dorset-57611781'],1298,434,8243,115,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905390
False,1413534234422173700,1944466748,en,everyone,['1413534234422173700'],Is the Govt really going to end the triple lock on pensions but row back on cutting international  aid?  Tory  voting pensioners will punish them at the ballot box,Twitter Web App,2021-07-09T16:23:18.000Z,[],[],638,454,3461,106,7140dibdnow9c7btw4803k3qmcj6mw81qefoklgxc4kz8,2022-10-27 18:12:43.905399
False,1413504691762200589,1179374679573725184,en,everyone,['1413504691762200589'],Shit post https://t.co/phYba7lQ8w,Twitter Web App,2021-07-09T14:25:54.000Z,[],['https://twitter.com/Maithanisgy/status/1413504691762200589/photo/1'],158,11,203,1,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722495
False,1413409096456237059,2218566571,th,everyone,['1413409096456237059'],555555555 ใครจะอยากอยู่ https://t.co/HGLr48IZ1Q,Twitter for iPhone,2021-07-09T08:06:03.000Z,[],['https://twitter.com/beballs65/status/1413409096456237059/photo/1'],49251,70,5656,232,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722511
False,1413473174180691974,1704709716,th,everyone,['1413473174180691974'],ส่งเทวดาสุดหล่อกับนางฟ้าสุดสวยกับขึ้นไปครองรักกันบนสวรรค์นะคะ จากไปอย่างสงบนะคะแล้วสักวันนึงเราจะพบกันที่สะพานสายรุ้งค่ะ ยอดดวงใจของหนู❤️ https://t.co/ext2NUxgYx,Twitter for iPhone,2021-07-09T12:20:40.000Z,[],['https://twitter.com/D0FANG/status/1413473174180691974/photo/1'],28992,757,25353,107,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722519
False,1413512024009580552,1285166651697061888,th,everyone,['1413512024009580552'],เปนชะล้อกค่ะ https://t.co/3RHGMWNaF1,Twitter Web App,2021-07-09T14:55:02.000Z,[],['https://twitter.com/Queryee1/status/1413512024009580552/photo/1'],119,2,293,0,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722527
False,1413396009418256389,1250041828562202624,th,everyone,['1413396009418256389'],366สีประจำแต่ละวันเกิด น่ารักมั่กๆเลย;-; https://t.co/cTz65bbLmz,Twitter for iPhone,2021-07-09T07:14:02.000Z,[],"['https://twitter.com/J2029C/status/1413396009418256389/photo/1', 'https://twitter.com/J2029C/status/1413396009418256389/photo/1', 'https://twitter.com/J2029C/status/1413396009418256389/photo/1', 'https://twitter.com/J2029C/status/1413396009418256389/photo/1']",71085,22,45307,919,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722535
False,1413383068967047170,885887736413962240,th,everyone,['1413383068967047170'],เชี่ยยยย เยริ! สวยมากกกก!!! น๊องสวยม๊ากกกก!!!! แต่งสวยแบบนี้ถ่ายเอ็มวีตัวไหนหรอคะ แน๊ๆๆๆ https://t.co/XGD93GkAFb,Twitter for Android,2021-07-09T06:22:37.000Z,[],['https://twitter.com/yothk2704/status/1413383068967047170/photo/1'],39518,9,11872,230,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722542
False,1413503507366178828,53806133,und,everyone,['1413503507366178828'],Think of a card! เลือกไพ่ 1 ใบ https://t.co/rlgOcB60GG,Tweetbot for iΟS,2021-07-09T14:21:12.000Z,[],['https://twitter.com/PatrickKunMagic/status/1413503507366178828/video/1'],92,14,137,8,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722549
False,1413425970854252550,1136657895804719105,th,everyone,['1413425970854252550'],“ถ้ากูตายเพราะสู้กับมึงกูยอม แต่ถ้ากูตายเพราะโควิดกูเสียดายชีวิต” — ป้าเป้า #ม็อบ9กรกฎา #ล็อกดาวน์ https://t.co/YRNR4YIroq,Twitter for iPhone,2021-07-09T09:13:06.000Z,"['ม็อบ9กรกฎา', 'ล็อกดาวน์']",['https://twitter.com/immvvry/status/1413425970854252550/photo/1'],17226,4,3081,31,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722556
False,1413219467249651713,115852110,en,everyone,['1413219467249651713'],Redraw my first Hawks fanart from 2018 😆 https://t.co/yWmF4C9bRo,Twitter Web App,2021-07-08T19:32:31.000Z,[],"['https://twitter.com/kadeart/status/1413219467249651713/photo/1', 'https://twitter.com/kadeart/status/1413219467249651713/photo/1']",5527,112,42036,78,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722564
False,1413401120454582274,989145416,th,everyone,['1413401120454582274'],จะลงสีล่มไม่ล่ม ให้คุกกี้ทำนายกัร https://t.co/xt7BYuUu05,Twitter for iPad,2021-07-09T07:34:21.000Z,[],['https://twitter.com/prnnchmmm/status/1413401120454582274/photo/1'],104,0,286,0,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722570
False,1413436362968092678,1269683353319436290,th,everyone,['1413436362968092678'],ไอแพดมันก็ดี แต่จริงๆมันไม่ใช่สิ่งจำเป็นในการเรียน แต่แค่สมัยนี้การเรียนการสอนมันทำให้ไอแพดจำเป็นในการเรียนไปแล้ว ทั้งเรื่องชีทที่ส่งมาให้ปริ้น หรือการเลคเชอร์แล้วแอร์ดรอปกันต่างๆ จริงๆมันไม่จำเป็นเลยด้วยซ้ำ สุดท้ายภาระมันก็ตกอยู่กับผู้เรียนทั้งหมด,Twitter for iPhone,2021-07-09T09:54:23.000Z,[],[],520,0,102,1,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722577
False,1413496643266113547,4890941233,th,everyone,['1413496643266113547'],เพิ่งมาพลิกหนังสือดีๆคือพี่บาจินอนในตู้55555 ตอนแรกคิดว่าพี่จะเอาฟุตงลงมานอนที่พื้นงี้ อ๋อไม่ใช่ พี่ขึ้นไปนอนในตู้เลย น่ารักจัด555555555555 https://t.co/NSHmBUnqtT,Twitter for iPhone,2021-07-09T13:53:55.000Z,[],['https://twitter.com/nolikebananazz/status/1413496643266113547/photo/1'],141,3,101,0,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722585
False,1413488407855001604,1574307644,th,everyone,['1413488407855001604'],ร้องไห้ทุกครั้งที่เห็นภาคประชาชนที่พยายามช่วยกันอย่างสุดกำลังเพื่อมีชีวิตอยู่ต่อไป แล้วหันไปมองพวกที่กำลังเสวยสุขอยู่บนกองเลือดและคราบน้ำตาของเรา,Twitter for iPhone,2021-07-09T13:21:12.000Z,[],[],3681,5,1104,4,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722591
False,1413493111934750720,1315574076870594560,th,everyone,['1413493111934750720'],มูฟออนจากพี่จินปางอ็อกไม่ได้ฉันท์ใด ก็มูฟออนจากน้องแมทปางอ็อกไม่ได้ฉันท์นั้น https://t.co/ucCIT8lZ8L,Twitter for iPhone,2021-07-09T13:39:53.000Z,[],"['https://twitter.com/gojotoge/status/1413493111934750720/photo/1', 'https://twitter.com/gojotoge/status/1413493111934750720/photo/1']",108,0,86,2,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722598
False,1413488622263668740,922496492,th,everyone,['1413488622263668740'],เอามั่งง ด้อมไหนก็ได้เลยค่ะ ถ้าเกินเดี๋ยวจะสุ่มเลือกเอา 🌟 https://t.co/c9aBpCtWN8,Twitter for Android,2021-07-09T13:22:03.000Z,[],['https://twitter.com/AiChan71197/status/1413488622263668740/photo/1'],4,24,12,0,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722605
False,1413495721043513349,1913464442,th,everyone,['1413495721043513349'],เงียบจนไม่รู้เลย พึ่งเข้าไปหาดูตามในเฟสอีกที แล้วเจอม็อบชาวบ้านนาบอน เขาประท้วงกันมา3วันแล้ว มีการโกนหัว ส่งหนังสือยื่น พวกเขาไม่เอาโรงไฟฟ้าชีวมวลมลพิษล้อมบ้านเขาอะ #ม็อบ9กรกฎา https://t.co/QS5H9e3qBA,Twitter for iPhone,2021-07-09T13:50:16.000Z,['ม็อบ9กรกฎา'],['https://twitter.com/LODE1994_/status/1413495721043513349/photo/1'],18386,1,1540,7,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722613
False,1413487460047228930,931057837,th,everyone,['1413487460047228930'],เล่นอยู่คนเดียวหาทางออกไม่ได้ https://t.co/reww8wVQI9,Twitter for iPhone,2021-07-09T13:17:26.000Z,[],"['https://twitter.com/awwwfluffy/status/1413487460047228930/photo/1', 'https://twitter.com/awwwfluffy/status/1413487460047228930/photo/1', 'https://twitter.com/awwwfluffy/status/1413487460047228930/photo/1', 'https://twitter.com/awwwfluffy/status/1413487460047228930/photo/1']",805,10,499,0,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722620
False,1413455856406990858,3436505654,th,everyone,['1413455856406990858'],ภาพหลังการกัด https://t.co/GzfvXx33mr,Twitter for iPhone,2021-07-09T11:11:51.000Z,[],"['https://twitter.com/rockeybae/status/1413455856406990858/photo/1', 'https://twitter.com/rockeybae/status/1413455856406990858/photo/1']",343,1,244,0,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722627
False,1413415492904099841,3436505654,und,everyone,['1413415492904099841'],555555555555555555555 https://t.co/ZtnhvMxNIb,Twitter for iPad,2021-07-09T08:31:28.000Z,[],"['https://twitter.com/rockeybae/status/1413415492904099841/photo/1', 'https://twitter.com/rockeybae/status/1413415492904099841/photo/1']",72666,60,59131,539,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722634
False,1413499216123420673,937195272211374080,th,everyone,['1413499216123420673'],เพิ่งเห็นว่าอนิเมทประกาศปิดหน้าร้านแล้ว ไม่นะ ไอเหี้ยยยยยยย T__________________T อีร้าบานส้นตีน,Twitter Web App,2021-07-09T14:04:09.000Z,[],[],1963,3,371,14,7140dibdnow9c7btw4803k3g4ig0mxjq4fpf5wzlj2am0,2022-10-27 18:12:44.722641
