possibly_sensitive, text, source, id, created_at, lang, reply_settings, author_id, edit_history_tweet_ids, hashtags_list, urls_list, public_metrics_retweet_count, public_metrics_reply_count, public_metrics_like_count, public_metrics_quote_count, pagination_token, current_time
False,https://t.co/8jK7bAwReQ,Twitter for iPhone,1300094825086156800,2020-08-30T15:35:35.000Z,zxx,everyone,3259876316,['1300094825086156800'],[],['https://twitter.com/z_manguy/status/1300094825086156800/photo/1'],10,3,286,1,7140dibdnow9c7btw4539vlljb77iexl1jj0h4bi421x1,2022-11-22 23:49:43.441885
False,https://t.co/YwjNycuvyy,Twitter for iPhone,1300612003573018624,2020-09-01T01:50:40.000Z,zxx,everyone,3259876316,['1300612003573018624'],[],['https://twitter.com/z_manguy/status/1300612003573018624/photo/1'],80,7,825,2,7140dibdnow9c7btw4539vlljb77iexl1jj0h4bi421x1,2022-11-22 23:49:43.441893
False,https://t.co/UWbD84SjZ7,Twitter for iPhone,1300981654035390468,2020-09-02T02:19:32.000Z,zxx,everyone,3259876316,['1300981654035390468'],[],['https://twitter.com/z_manguy/status/1300981654035390468/photo/1'],96,13,1237,1,7140dibdnow9c7btw4539vlljb77iexl1jj0h4bi421x1,2022-11-22 23:49:43.441901
True,"ลึกๆนะ เสียววววว

หลังจากเหนื่อยมาทั้งวัน มาพักผ่อนที่เดอะบีช ปรีดี 14 แยก 10 กันครับบบบ #ซาวน่าเกย์ https://t.co/SMeXFdbASZ",Twitter Web App,1301527872151195648,2020-09-03T14:30:00.000Z,th,everyone,1276901434559090690,['1301527872151195648'],['ซาวน่าเกย์'],['https://twitter.com/thebeachsauna14/status/1301527872151195648/video/1'],1225,11,2088,9,7140dibdnow9c7btw4539vlljb77iexl1jj0h4bi421x1,2022-11-22 23:49:43.441909
True,[18+] เมียหล่อๆอย่างงี้ สดแตกในให้เมียท้องสิ รออะไร 😘😋 https://t.co/BjIHIAZy81,Twitter for iPad,1301702512781586432,2020-09-04T02:03:58.000Z,th,everyone,1219925765938016257,['1301702512781586432'],[],['https://twitter.com/NakedBoyGay/status/1209625301287723008/video/1'],1119,2,1975,6,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142342
False,กำลังอยู่ในช่วงอุดมสมบูรณ์ https://t.co/peltOPlcH4,Twitter for Android,1301524330182926342,2020-09-03T14:15:56.000Z,th,everyone,1252513154178768897,['1301524330182926342'],[],['https://twitter.com/jirasak4522/status/1301524330182926342/photo/1'],249,51,2187,4,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142363
False,Bello macho chocolate 🍆😍🤤. https://t.co/tcgjw1f9wl,Twitter for Android,1301560675060375553,2020-09-03T16:40:21.000Z,es,everyone,969632431362985984,['1301560675060375553'],[],['https://twitter.com/PacoMeloRico4/status/1301560675060375553/photo/1'],93,2,420,2,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142376
True,Bonita polla peluda 🍆👄😋. https://t.co/6UgHSUdYoY,Twitter for Android,1301561198622711809,2020-09-03T16:42:26.000Z,es,everyone,969632431362985984,['1301561198622711809'],[],"['https://twitter.com/PacoMeloRico4/status/1301561198622711809/photo/1', 'https://twitter.com/PacoMeloRico4/status/1301561198622711809/photo/1']",66,0,269,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142390
False,วันนี้ออกหาปลา https://t.co/LHbdLr2VDH,Twitter Web App,1301776343449829376,2020-09-04T06:57:20.000Z,th,everyone,2381593226,['1301776343449829376'],[],['https://twitter.com/vinai566/status/1301776343449829376/photo/1'],1,2,51,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142403
False,@XwrrVEEzgQkB5ya 555​ ครับไม่ใช่ครับ,Twitter Web App,1301415556784955398,2020-09-03T07:03:42.000Z,th,everyone,2381593226,['1301415556784955398'],[],[],0,1,3,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142415
False,สนใจตัวนี้สอบถามได้ครับไม่แพง(แต่เก่าและย้วยเด้อ ขอคนนับได้นะครับ) #ชายแท่ #กางเกงในมือสอง ID:papawee23 https://t.co/IQrTQvLb06,Twitter for Android,1301442547487703041,2020-09-03T08:50:57.000Z,th,everyone,932865869755047942,['1301442547487703041'],"['ชายแท่', 'กางเกงในมือสอง']",['https://twitter.com/wee_pas/status/1301442547487703041/photo/1'],60,9,435,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142429
True,คนแก่ร้อยเอ็ด https://t.co/MdZy6ekCpq,Twitter for Android,1301349230347395072,2020-09-03T02:40:09.000Z,th,everyone,1257782614380834817,['1301349230347395072'],[],['https://twitter.com/SoNZis0Jdsp8aLe/status/1301349230347395072/photo/1'],27,8,98,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142442
False,"มีแต่ผู้ชายสนใจจะนั่งแท๊กซี่​ กำ
ให้เบอร์ไปก็คุยจะเย็ดแต่ตูดกู",Twitter Web App,1301381802557231104,2020-09-03T04:49:34.000Z,th,everyone,2381593226,['1301381802557231104'],[],[],6,14,102,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142454
True,Deber ser rico ese café con leche 🍆 💦😊. https://t.co/a92kRcAvaY,Twitter for Android,1301172971646652418,2020-09-02T14:59:45.000Z,es,everyone,969632431362985984,['1301172971646652418'],[],['https://twitter.com/PacoMeloRico4/status/1301172971646652418/photo/1'],47,1,245,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142467
False,https://t.co/viHnFBkA90,Twitter Web App,1301326082004705280,2020-09-03T01:08:10.000Z,zxx,everyone,1171176656289050624,['1301326082004705280'],[],['https://twitter.com/RaulGar45733445/status/1301326082004705280/photo/1'],126,3,868,2,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142479
True,https://t.co/92dTXSUOuJ,Twitter for Android,1300768500198170625,2020-09-01T12:12:32.000Z,zxx,everyone,868782239588417536,['1300768500198170625'],[],['https://twitter.com/iloveoldman45/status/1300768500198170625/video/1'],181,9,791,5,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142492
True,https://t.co/xn53Z47AKR,Twitter Web App,1300841948794757122,2020-09-01T17:04:23.000Z,zxx,everyone,1171176656289050624,['1300841948794757122'],[],['https://twitter.com/RaulGar45733445/status/1300841948794757122/photo/1'],41,2,209,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142504
False,https://t.co/0g569qyoe2,Twitter Web App,1300843976531025923,2020-09-01T17:12:27.000Z,zxx,everyone,1171176656289050624,['1300843976531025923'],[],['https://twitter.com/RaulGar45733445/status/1300843976531025923/photo/1'],66,1,381,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142518
True,นิดๆหน่อยๆ https://t.co/Uh4T1ljbAp,Twitter for Android,1301011020186447872,2020-09-02T04:16:13.000Z,th,everyone,1146031770820698114,['1301011020186447872'],[],['https://twitter.com/teechublike/status/1301011020186447872/video/1'],342,10,873,4,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142531
True,Bellos machos maduros 🍆🥚💪. https://t.co/U9Nw2vSOmD,Twitter for Android,1300833217935806469,2020-09-01T16:29:42.000Z,es,everyone,969632431362985984,['1300833217935806469'],[],"['https://twitter.com/PacoMeloRico4/status/1300833217935806469/photo/1', 'https://twitter.com/PacoMeloRico4/status/1300833217935806469/photo/1']",53,0,293,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142544
False,ยังรับนวดนอก สถานที่​อยุ่นะครับสนใจทักมาได้0887787372​เป็น​ทั้ง​ไลน์​และ​เ​บอ​โทร​ครับ https://t.co/fbCjMBqTq9,Twitter for Android,1300991237147652096,2020-09-02T02:57:36.000Z,th,everyone,1170626608559874048,['1300991237147652096'],[],"['https://twitter.com/PKhongmuan/status/1300991237147652096/photo/1', 'https://twitter.com/PKhongmuan/status/1300991237147652096/photo/1', 'https://twitter.com/PKhongmuan/status/1300991237147652096/photo/1', 'https://twitter.com/PKhongmuan/status/1300991237147652096/photo/1']",295,24,1247,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142557
False,ไม่มีผู้โดยสาร https://t.co/hVlXbgzqpQ,Twitter Web App,1300865770180624385,2020-09-01T18:39:03.000Z,th,everyone,2381593226,['1300865770180624385'],[],['https://twitter.com/vinai566/status/1300865770180624385/photo/1'],17,13,258,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142569
True,เงี่ยนฉิบหาย ใครช่วยได้😅 https://t.co/e9jN2fYY7c,Twitter for Android,1298560627221225472,2020-08-26T09:59:14.000Z,th,everyone,1298553009111089154,['1298560627221225472'],[],['https://twitter.com/TK21314863/status/1298560627221225472/photo/1'],6,0,23,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142582
True,https://t.co/spUxb0IZoj,Twitter for iPhone,1300572084427534336,2020-08-31T23:12:03.000Z,zxx,everyone,902897338959749120,['1300572084427534336'],[],['https://twitter.com/daddysboy_xxx1/status/1300572084427534336/video/1'],1626,13,4525,10,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142595
True,https://t.co/sZwcORSCdj,Twitter for iPhone,1300663504014245889,2020-09-01T05:15:19.000Z,zxx,everyone,810120876762886144,['1300663504014245889'],[],['https://twitter.com/naodurmosempeit/status/1300493556679938050/video/1'],107,0,283,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142608
True,Deliciosos machos 🍆💪😋. https://t.co/eviJbwKs25,Twitter for Android,1300438542687121409,2020-08-31T14:21:24.000Z,es,everyone,969632431362985984,['1300438542687121409'],[],"['https://twitter.com/PacoMeloRico4/status/1300438542687121409/photo/1', 'https://twitter.com/PacoMeloRico4/status/1300438542687121409/photo/1']",57,1,243,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142621
True,2 https://t.co/1HVyp1uIN3,Twitter for Android,1148527629772951552,2019-07-09T09:41:40.000Z,und,everyone,1129257996335190016,['1148527629772951552'],[],['https://twitter.com/fmennat/status/1148527629772951552/video/1'],749,2,1330,3,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142634
True,ลุงคนไทยควยใหญ่ๆ https://t.co/7Vu78bjS9T,Twitter for Android,1101662915608731653,2019-03-02T01:58:01.000Z,th,everyone,858856007975395328,['1101662915608731653'],[],['https://twitter.com/Lovegrandpa1345/status/1101662915608731653/video/1'],191,3,440,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142646
True,เย็ดกับพ่อ 1 https://t.co/bGmOgdgb8l,Twitter for Android,1102927684546441216,2019-03-05T13:43:46.000Z,th,everyone,858856007975395328,['1102927684546441216'],[],['https://twitter.com/Lovegrandpa1345/status/1102927684546441216/video/1'],352,2,679,2,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142659
False,@Alamin88821315's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,Twitter Web App,1266082608523272192,2020-05-28T19:03:11.000Z,en,everyone,1260233375568162816,['1266082608523272192'],[],['https://support.twitter.com/articles/20169199'],3,0,8,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142672
False,yellow looks good https://t.co/ZfZY797hEG,Twitter Web App,1299762751301189632,2020-08-29T17:36:02.000Z,en,everyone,1165662941967978496,['1299762751301189632'],[],['https://twitter.com/omgjohnsmithen/status/1299762751301189632/video/1'],119,7,406,3,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142685
False,หมีเท่ห์ ลงพุง อัพเดทรูปใหม่ปลายเดือนนี้ ตกแต่งบ้างให้มันดูดี555 คึกคึก https://t.co/tR3P1us8gz,Twitter for iPhone,1300040243748331521,2020-08-30T11:58:42.000Z,th,everyone,3288085412,['1300040243748331521'],[],['https://twitter.com/chakkrit1978/status/1300040243748331521/photo/1'],58,20,723,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142698
False,https://t.co/QA2hsRA5L6,Twitter for Android,1299349450830221313,2020-08-28T14:13:44.000Z,zxx,everyone,4527786739,['1299349450830221313'],[],['https://twitter.com/gee_lombok/status/1299349450830221313/video/1'],296,17,883,2,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142711
True,😈 Uh-oh someone comes.... https://t.co/IQHhysHUsZ,Twitter for Android,1299353869709963264,2020-08-28T14:31:18.000Z,en,everyone,1004847450648121344,['1299353869709963264'],[],['https://twitter.com/Blizzar50284327/status/1299353869709963264/video/1'],53,7,266,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142724
True,https://t.co/YRcn0l3S4r,Twitter for Android,1296909186685526016,2020-08-21T20:37:00.000Z,zxx,everyone,1064563496845631488,['1296909186685526016'],[],['https://twitter.com/Nudemustache/status/1296909186685526016/video/1'],1519,21,4623,21,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142737
False,เวลาเครียสๆ มีใครมาจุฟๆๆเจ้าซนให้มันก็ผ่อนคลายขึ้นนะ  แต่บางคนก็จุฟไม่ได้เรื่องรอบเดียวพอ 555555555,Twitter for Android,1299597525016391680,2020-08-29T06:39:29.000Z,th,everyone,932865869755047942,['1299597525016391680'],[],[],2,3,22,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142749
True,3some หมีๆ คนนึงดูดนม คนนึงดูดควย รับผิดชอบส่วนของตัวเอง สามัคคีกันแบบนี้พี่รักตายเลย https://t.co/JJEwcm6Bm0,Twitter for iPhone,1299435562466590720,2020-08-28T19:55:55.000Z,th,everyone,1245346346946531337,['1299435562466590720'],[],['https://twitter.com/ton01905695/status/1299435562466590720/video/1'],192,4,476,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142761
False,@XwrrVEEzgQkB5ya อยากเจอก็มาหากันได้ครับยีนดีต่อนรับครับผม,Twitter for Android,1299592690816884736,2020-08-29T06:20:17.000Z,th,everyone,1289559576623235080,['1299592690816884736'],[],[],0,1,2,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142774
False,https://t.co/FiHG9a1nTI,Twitter for Android,1296115039447916549,2020-08-19T16:01:20.000Z,zxx,everyone,1289559576623235080,['1296115039447916549'],[],['https://twitter.com/Oudone56738488/status/1296115039447916549/photo/1'],14,12,77,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142787
False,คุณเทพ ดารารุ่นใหญ่ของกัมพูชา https://t.co/Mgqe6oU6z9,Twitter for Android,1299519808606674945,2020-08-29T01:30:40.000Z,th,everyone,3325266729,['1299519808606674945'],[],"['https://twitter.com/arigatodarkness/status/1299519808606674945/photo/1', 'https://twitter.com/arigatodarkness/status/1299519808606674945/photo/1']",119,11,727,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142800
False,น้องไม่รี พี่ไม่ลงนะจ๊ะ https://t.co/2ZgU41Y81f,Twitter for Android,1298284047865532417,2020-08-25T15:40:12.000Z,th,everyone,1265659933095313411,['1298284047865532417'],[],['https://twitter.com/0B2Axy7BwDZoQNl/status/1298284047865532417/photo/1'],76,11,295,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142812
False,1500 แพงไป ขอ150 ใด้มั้ย สนใจทักมา 😛😛😋😋 https://t.co/BKGLZRWbx3,Twitter for Android,1298795499781201920,2020-08-27T01:32:32.000Z,th,everyone,1265659933095313411,['1298795499781201920'],[],['https://twitter.com/0B2Axy7BwDZoQNl/status/1298795499781201920/photo/1'],194,53,1220,3,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142825
True,https://t.co/da3WasnXra,Twitter Web App,1299148162989518849,2020-08-28T00:53:53.000Z,zxx,everyone,1171176656289050624,['1299148162989518849'],[],"['https://twitter.com/RaulGar45733445/status/1299148162989518849/photo/1', 'https://twitter.com/RaulGar45733445/status/1299148162989518849/photo/1', 'https://twitter.com/RaulGar45733445/status/1299148162989518849/photo/1']",58,2,359,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142839
True,https://t.co/KBSPwdu7ch,Twitter Web App,1299061704257605633,2020-08-27T19:10:20.000Z,zxx,everyone,1171176656289050624,['1299061704257605633'],[],"['https://twitter.com/RaulGar45733445/status/1299061704257605633/photo/1', 'https://twitter.com/RaulGar45733445/status/1299061704257605633/photo/1', 'https://twitter.com/RaulGar45733445/status/1299061704257605633/photo/1']",40,1,247,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142853
True,https://t.co/p9xS6X2a9C,Twitter Web App,1299063802630201345,2020-08-27T19:18:40.000Z,zxx,everyone,1171176656289050624,['1299063802630201345'],[],"['https://twitter.com/RaulGar45733445/status/1299063802630201345/photo/1', 'https://twitter.com/RaulGar45733445/status/1299063802630201345/photo/1']",41,5,311,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142865
True,@A92uU7nCtkeuRbG's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,Twitter for Android,1298993448511406083,2020-08-27T14:39:06.000Z,th,everyone,1267787889913389062,['1298993448511406083'],[],['https://support.twitter.com/articles/20169199'],816,43,2945,8,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142878
True,@dmAn1FxohLh5Zcv's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,Twitter Web App,1298868594353160194,2020-08-27T06:22:59.000Z,th,everyone,767266089038286848,['1298868594353160194'],[],['https://support.twitter.com/articles/20169199'],251,3,644,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142891
True,⚪Uninhibited https://t.co/1t7tg28Leh,Twitter for Android,1298851179057709056,2020-08-27T05:13:47.000Z,en,everyone,1221661998376607744,['1298851179057709056'],[],['https://twitter.com/dirtysinsxx/status/1298851179057709056/video/1'],201,2,496,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142904
False,https://t.co/zNqs27CHtP,Twitter for iPhone,1298603370156945408,2020-08-26T12:49:04.000Z,zxx,mentionedUsers,1295240154022473728,['1298603370156945408'],[],['https://twitter.com/Bigfanofozawat1/status/1298603370156945408/photo/1'],38,0,369,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142917
True,https://t.co/g8JoH1JBqG,Twitter Web App,1298428068244201474,2020-08-26T01:12:29.000Z,zxx,everyone,1171176656289050624,['1298428068244201474'],[],['https://twitter.com/RaulGar45733445/status/1298428068244201474/photo/1'],392,30,1718,9,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142930
False,เหนื่อยครับ 😰 https://t.co/XKnhNL1Lcx,Twitter for Android,1298626607410630656,2020-08-26T14:21:25.000Z,th,everyone,3325266729,['1298626607410630656'],[],"['https://twitter.com/arigatodarkness/status/1298626607410630656/photo/1', 'https://twitter.com/arigatodarkness/status/1298626607410630656/photo/1']",70,13,506,1,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142942
False,ภาระกิจ ประจำวัน https://t.co/y3CqhvJZ2Q,Twitter for Android,1298498933161775104,2020-08-26T05:54:05.000Z,th,everyone,1197290252781547520,['1298498933161775104'],[],['https://twitter.com/18CFfGDP2jtEw38/status/1298498933161775104/photo/1'],2,3,62,0,7140dibdnow9c7btw4539vjhvri1f5amku69t3tmvnyux,2022-11-22 23:49:44.142955
False,"อันนี้ตัวอย่างของไลท์คืนแรก
แต่ของเมื่อคืนแสดงตัวอย่างไม่ได้จริงๆ55555 ถ้าสนใจเข้ากลุ่มมาดูกันนะครับ
id:papawee23 https://t.co/emZV0d57WU",Twitter for Android,1297490028117938177,2020-08-23T11:05:03.000Z,th,everyone,932865869755047942,['1297490028117938177'],[],['https://twitter.com/wee_pas/status/1297490028117938177/photo/1'],20,1,139,0,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.739814
False,https://t.co/Deo3vRq54E,Twitter for iPhone,1298098624174252032,2020-08-25T03:23:24.000Z,zxx,everyone,1295240154022473728,['1298098624174252032'],[],['https://twitter.com/Bigfanofozawat1/status/1298098624174252032/photo/1'],53,7,504,2,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.739862
True,A great feeling to be the middle one between two wolfs of grandpas https://t.co/rCD4R46kU7,Twitter for iPhone,1297987863888502785,2020-08-24T20:03:16.000Z,en,everyone,1070798922686361600,['1297987863888502785'],[],['https://twitter.com/yucell_ismail/status/1297987863888502785/video/1'],767,22,2710,14,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.739881
False,https://t.co/kqkvFmTWMa,Twitter Web App,1297922892202749954,2020-08-24T15:45:06.000Z,zxx,everyone,1171176656289050624,['1297922892202749954'],[],['https://twitter.com/RaulGar45733445/status/1297922892202749954/photo/1'],44,3,381,1,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.739896
False,ครั้งนึงผมเคยยืนจะลดสูงสุดของอาชีพนักกีฬาเคยใช้ชีวิตอิสระสนุกไม่สนใจอะไรแต่ตอนนี้ผมเลือกอยู่ในป่ามันก็มีความสุขอีกแบบนะตลอด8-9เดือนไม่ตัดผมกินข้าววันละมื้อแทบไม่ซ่อมเลยแต่มันก๋เป็นอีกมุมในชีวิตที่สนุกดีนะ(ถ้าผมมาแนวนี้ใครจะชอบไหม) https://t.co/u5mI1ecoZ6,Twitter for Android,1297915101966553088,2020-08-24T15:14:09.000Z,th,everyone,932865869755047942,['1297915101966553088'],[],['https://twitter.com/wee_pas/status/1297915101966553088/photo/1'],5,5,97,1,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.739909
False,ทักทายๆ https://t.co/CEvfdpOPHq,Twitter for Android,1297766768446803970,2020-08-24T05:24:43.000Z,th,everyone,932865869755047942,['1297766768446803970'],[],['https://twitter.com/i/broadcasts/1kvJpejrlePxE'],35,3,112,1,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.739919
False,https://t.co/7f7VEqJkL2,Twitter Web App,1297681563233202182,2020-08-23T23:46:09.000Z,zxx,everyone,1171176656289050624,['1297681563233202182'],[],['https://twitter.com/RaulGar45733445/status/1297681563233202182/photo/1'],56,4,431,0,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.739955
True,เช้ามาก็ เงี่ยน https://t.co/dkZgUrqONk,Twitter for Android,1246987860294512640,2020-04-06T02:27:28.000Z,th,everyone,1233021890060374025,['1246987860294512640'],[],['https://twitter.com/isis25173468/status/1246987860294512640/video/1'],705,66,1473,4,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.739978
True,ยาช่วยลดความเครียด สะอาด ถูกหลักอนามัย ปลอดเชื่อ สแกนอาการโควิด ทุกๆวัน😋😋 https://t.co/xF1Hpk8b6U,Twitter for Android,1251877072596697092,2020-04-19T14:15:27.000Z,th,everyone,1233021890060374025,['1251877072596697092'],[],['https://twitter.com/isis25173468/status/1251877072596697092/photo/1'],82,9,485,1,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.739993
True,ทำงานเหนื่อยหล้า//เลิกงานแล้ว ผักผ่อน เยอะๆ ครับ https://t.co/OteU39xMCV,Twitter for Android,1254350389035429888,2020-04-26T10:03:32.000Z,th,everyone,1233021890060374025,['1254350389035429888'],[],['https://twitter.com/isis25173468/status/1254350389035429888/photo/1'],132,33,691,1,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.740006
False,อายุเป็นเพียงแค่ตัวเลข ✌🏻 https://t.co/WEdRY3FUi4,Twitter for Android,1297334612331438080,2020-08-23T00:47:29.000Z,th,everyone,3325266729,['1297334612331438080'],[],"['https://twitter.com/arigatodarkness/status/1297334612331438080/photo/1', 'https://twitter.com/arigatodarkness/status/1297334612331438080/photo/1', 'https://twitter.com/arigatodarkness/status/1297334612331438080/photo/1', 'https://twitter.com/arigatodarkness/status/1297334612331438080/photo/1']",137,4,489,2,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.740020
False,"ชอบอาชีพบริการ​ ไม่ใด้ขายบริการ
รูปควยไม่ต้องส่งมานะครับ https://t.co/YIug4VXnfi",Twitter Web App,1297270405757988864,2020-08-22T20:32:21.000Z,th,everyone,2381593226,['1297270405757988864'],[],['https://twitter.com/vinai566/status/1297270405757988864/photo/1'],4,10,152,1,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.740034
True,https://t.co/0pg37jv3my,Twitter Web App,1296979120568631299,2020-08-22T01:14:53.000Z,zxx,everyone,1171176656289050624,['1296979120568631299'],[],['https://twitter.com/RaulGar45733445/status/1296979120568631299/photo/1'],34,3,199,1,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.740046
True,https://t.co/3YXTfDHUbR,Twitter Web App,1296979371698331648,2020-08-22T01:15:53.000Z,zxx,everyone,1171176656289050624,['1296979371698331648'],[],['https://twitter.com/RaulGar45733445/status/1296979371698331648/photo/1'],241,21,1525,3,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.740059
False,มาๆเข้ากลุ่มกันเร็วเด๋วเบ่งกล้ามให้ดู คืนนี้เจอกันในไลท์ขายกกน.แต่คืนนี้พิเศษกว่าทุกวัน คิคิ ID:papawee23 https://t.co/1RWyVsfKOy,Twitter for Android,1296793669500940288,2020-08-21T12:57:58.000Z,th,everyone,932865869755047942,['1296793669500940288'],[],['https://twitter.com/wee_pas/status/1296793669500940288/photo/1'],37,6,289,0,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.740071
True,@A92uU7nCtkeuRbG's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,Twitter for Android,1296550572846280704,2020-08-20T20:51:59.000Z,zxx,everyone,1267787889913389062,['1296550572846280704'],[],['https://support.twitter.com/articles/20169199'],190,19,681,4,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.740084
True,Humpin away! https://t.co/NYaphXXsON,Twitter for Android,1296255094132899841,2020-08-20T01:17:52.000Z,en,everyone,1155204256128831489,['1296255094132899841'],[],['https://twitter.com/Tank4154/status/1296255094132899841/video/1'],202,39,1068,4,7140dibdnow9c7btw4539racezv5pny0uko2eygp33y2f,2022-11-22 23:49:44.740098
